compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00000917,500139,Capital Medical Center,3900 Capital Mall Drive Sw,Olympia,WA,98502,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00002155,501301,Garfield Memorial Hospital,66 North 6th Street,Pomeroy,WA,99347,1,,,,
CHSP00004821,500072,Olympic Medical Center,939 Caroline Street,Port Angeles,WA,98362,1,HSI00000229,Olympic Medical Center,Port Angeles,WA
CHSP00002983,501323,Jefferson General Hospital,834 Sheridan Street,Port Townsend,WA,98368,1,,,,
CHSP00004908,501312,Prosser Memorial Hospital,723 Memorial Street,Prosser,WA,99350,1,,,,
CHSP00005336,501331,Pullman Regional Hospital,835 Se Bishop Boulevard,Pullman,WA,99163,1,,,,
CHSP00004375,500079,Good Samaritan Hospital,401 15th Avenue Se,Puyallup,WA,98372,1,HSI00000714,Multicare Health System,Tacoma,WA
CHSP00005354,501320,Quincy Valley Medical Center,908 10th Avenue Sw,Quincy,WA,98848,1,,,,
CHSP00003605,504008,Lourdes Counseling Center,1175 Carondelet Drive,Richland,WA,99354,0,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00007206,500088,Valley Medical Center,400 South 43rd Street,Renton,WA,98055,1,HSI00001133,UW Medicine,Seattle,WA
CHSP00001983,501322,Ferry County Memorial Hospital,36 Klondike Road,Republic,WA,99166,1,,,,
CHSP00003056,500058,Kadlec Regional Medical Center,888 Swift Boulevard,Richland,WA,99352,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00001746,501311,East Adams Rural Hospital,903 South Adams Street,Ritzville,WA,99169,1,HSI00000814,Peacehealth,Vancouver,WA
CHSP00005934,503300,Seattle Childrens Hospital,4800 Sand Point Way Ne,Seattle,WA,98105,1,HSI00000969,Seattle Childrens Hospital Research and Foundation,Seattle,WA
CHSP00002334,500052,Group Health Cooperative-Central Hos,201 16th Avenue East,Seattle,WA,98112,1,,,,
CHSP00007204,500064,Harborview Medical Center,325 Ninth Avenue,Seattle,WA,98104,1,HSI00001133,UW Medicine,Seattle,WA
CHSP00006182,501338,Snoqualmie Valley Hospital,9801 Frontier Avenue Se,Snoqualmie,WA,98065,1,,,,
CHSP00007205,500001,Uw Medicine/Northwest Hospital,1550 North 115th Street,Seattle,WA,98133,1,HSI00001133,UW Medicine,Seattle,WA
CHSP00006755,500025,Swedish Medical Center Cherry Hill,500 17th Avenue,Seattle,WA,98122,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00007956,504011,Cascade Behavioral Health,12844 Military Road South,Tukwila,WA,98168,0,,,,
CHSP00005903,50018E,Schick Shadel Hospital,12101 Ambaum Boulevard Sw,Seattle,WA,98146,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00007342,500008,University Of Washington Med Ctr,1959 Ne Pacific Street,Seattle,WA,98195,1,HSI00001133,UW Medicine,Seattle,WA
CHSP00007506,500005,Virginia Mason Medical Center,1100 Ninth Avenue,Seattle,WA,98101,1,HSI00001232,Virginia Mason Health System,Seattle,WA
CHSP00003223,502002,Kindred Hospital Seattle Northgate,10631 8th Avenue Ne,Seattle,WA,98125,0,,,,
CHSP00006758,500026,Swedish Edmonds,21601 76th Avenue West,Edmonds,WA,98026,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00005024,501329,United General Medical Center,2000 Hospital Drive,Sedro-Woolley,WA,98284,1,HSI00000814,Peacehealth,Vancouver,WA
CHSP00003751,501336,Mason General Hospital,901 Mountain View Drive,Shelton,WA,98584,1,HSI00000814,Peacehealth,Vancouver,WA
CHSP00007736,501303,Willapa Harbor Hospital,800 Alder Street,South Bend,WA,98586,1,,,,
CHSP00007393,500119,Multicare Valley Hospital,12606 East Mission Avenue,Spokane Valley,WA,99216,1,HSI00000714,Multicare Health System,Tacoma,WA
CHSP00001627,500044,Multicare Deaconess Hospital,800 West Fifth Avenue,Spokane,WA,99204,1,HSI00000714,Multicare Health System,Tacoma,WA
CHSP00005290,500077,Providence Holy Family Hospital,5633 North Lidgerwood Street,Spokane,WA,99208,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00005311,500054,Prov Sacred Heart Medical Center,101 West Eighth Avenue,Spokane,WA,99204,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00006545,503025,St. Lukes Rehabilitation Inst.,711 South Cowley Street,Spokane,WA,99202,0,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00006133,503302,Shriners Hospitals For Childrens,911 West Fifth Avenue,Spokane,WA,99204,0,HSI00000981,Shriners Hospitals for Children,Tampa,FL
CHSP00003693,50011F,Mann-Grandstaff Veterans Affairs Medical Center,4815 North Assembly Street,Spokane,WA,99205,0,,,,
CHSP00006718,501330,Astria Sunnyside Hospital,1016 Tacoma Avenue,Sunnyside,WA,98944,1,HSI00001281,Astria Health System,Sunnyside,WA
CHSP00004377,500129,Tacoma General Allenmore Hospital,315 Martin Luther King Jr Way,Tacoma,WA,98405,1,HSI00000714,Multicare Health System,Tacoma,WA
CHSP00006428,500021,St Clare Hospital,11315 Bridgeport Way Sw,Lakewood,WA,98499,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00003650,,Madigan Army Medical Center,"Fitzsimmons Drive, Building 9040",Tacoma,WA,98431,0,,,,
CHSP00004376,503301,Mary Bridge Childrens Hospital,317 Martin Luther King Jr Way,Tacoma,WA,98405,1,HSI00000714,Multicare Health System,Tacoma,WA
CHSP00006493,500108,St Joseph Medical Center,1717 South 'j' Street,Tacoma,WA,98405,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00004596,501321,North Valley Hospital,203 South Western Avenue,Tonasket,WA,98855,1,,,,
CHSP00007016,500037,Toppenish Community Hospital,502 West Fourth Avenue,Toppenish,WA,98948,1,HSI00001281,Astria Health System,Sunnyside,WA
CHSP00005021,500050,Peacehealth Southwest Medical Center,400 Ne Mother Joseph Place,Vancouver,WA,98664,1,HSI00000814,Peacehealth,Vancouver,WA
CHSP00005320,500002,Prov St Mary Medical Center,401 West Poplar Street,Walla Walla,WA,99362,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00001418,500016,Central Washington Hospital,1201 South Miller Street,Wenatchee,WA,98801,1,HSI00000266,Confluence Health,Wenatchee,WA
CHSP00006645,,State Penitentiary Hospital,1313 North 13th Street,Walla Walla,WA,99362,0,,,,
CHSP00006177,501315,Skyline Hospital,211 Skyline Drive,White Salmon,WA,98672,1,,,,
CHSP00007833,500012,Yakima Regional Medical & Cardiac Ce,110 South Ninth Avenue,Yakima,WA,98902,1,HSI00001281,Astria Health System,Sunnyside,WA
CHSP00007834,500036,Yakima Valley Memorial Hospital,2811 Tieton Drive,Yakima,WA,98902,1,HSI00001232,Virginia Mason Health System,Seattle,WA
CHSP00006452,500141,St Francis Hospital,34515 Ninth Avenue South,Federal Way,WA,98003,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00001008,501313,Cascade Medical Center,817 Commercial Street,Leavenworth,WA,98826,1,,,,
CHSP00004314,501319,Morton General Hospital,521 Adams Avenue,Morton,WA,98356,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00006759,500152,Swedish Issaquah,751 Ne Blakely Drive,Issaquah,WA,98029,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00003464,380007,Legacy Emanuel Hospital & Health Ctr,2801 North Gantenbein Avenue,Portland,OR,97227,1,HSI00000576,Legacy Health,Portland,OR
CHSP00007080,380021,Tuality Healthcare,335 Se Eighth Avenue,Hillsboro,OR,97123,1,HSI00001111,Tuality Healthcare,Hillsboro,OR
CHSP00000238,380002,Three Rivers Medical Center,500 Sw Ramsey Avenue,Grants Pass,OR,97527,1,HSI00000054,Asante Health System,Medford,OR
CHSP00007487,382004,Vibra Specialty Hosp Portland,10300 Ne Hancock Street,Portland,OR,97220,0,,,,
CHSP00005808,380022,Samaritan Albany General Hospital,"1046 Sixth Avenue, Sw",Albany,OR,97321,1,HSI00000951,Samaritan Health Services,Corvallis,OR
CHSP00001324,381320,Columbia Memorial Hospital,2111 Exchange Street,Astoria,OR,97103,1,,,,
CHSP00000236,380005,Ashland Community Hospital,280 Maple Street,Ashland,OR,97520,1,HSI00000054,Asante Health System,Medford,OR
CHSP00003094,380091,Kaiser Sunnyside Medical Center,10180 Se Sunnyside Road,Clackamas,OR,97015,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00005020,380102,Shmc-Riverbend,3333 Riverbend Drive,Springfield,OR,97477,1,HSI00000814,Peacehealth,Vancouver,WA
CHSP00005692,381315,Saint Alphonsus Medical Center Baker,3325 Pocahontas Road,Baker City,OR,97814,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006270,381304,Southern Coos General Hospital,900 11th Street Se,Bandon,OR,97411,1,,,,
CHSP00006417,380047,St Charles Medical Center,2500 Ne Neff Road,Bend,OR,97701,1,HSI00000912,Saint Charles Health System,Bend,OR
CHSP00002521,381307,Harney District Hospital,557 West Washington Street,Burns,OR,97720,1,,,,
CHSP00001458,381312,Coquille Valley Hospital,940 East Fifth Street,Coquille,OR,97423,1,,,,
CHSP00002245,380014,Good Samaritan Hospital Corvallis,3600 Nw Samaritan Drive,Corvallis,OR,97330,1,HSI00000951,Samaritan Health Services,Corvallis,OR
CHSP00005015,381301,Cottage Grove Community Hospital,1515 Village Drive,Cottage Grove,OR,97424,1,HSI00000814,Peacehealth,Vancouver,WA
CHSP00005795,381308,Salem Health West Valley,525 Se Washington Street,Dallas,OR,97338,1,HSI00000947,Salem Health,Salem,OR
CHSP00007538,381306,Wallowa County Health Care District,601 Medical Parkway,Enterprise,OR,97828,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00005019,380033,Sacred Heart Med Ctr - University,1255 Hilyard Street,Eugene,OR,97401,1,HSI00000814,Peacehealth,Vancouver,WA
CHSP00005017,381316,Peace Harbor Hospital,400 Ninth Street,Florence,OR,97439,1,HSI00000814,Peacehealth,Vancouver,WA
CHSP00001568,381322,Curry Health District,94220 Fourth Street,Gold Beach,OR,97444,1,,,,
CHSP00005142,381310,Pioneer Memorial Hospital,564 East Pioneer Drive,Heppner,OR,97836,1,,,,
CHSP00003467,380025,Legacy Mount Hood Medical Center,24800 Se Stark,Gresham,OR,97030,1,HSI00000576,Legacy Health,Portland,OR
CHSP00002246,381325,Good Shepherd Medical Center,610 Nw 11th Street,Hermiston,OR,97838,1,,,,
CHSP00005291,381318,Hood River Memorial Hospital,810 12th Street,Hood River,OR,97031,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00000639,381305,Blue Mountain Hospital District,170 Ford Road,John Day,OR,97845,1,,,,
CHSP00006175,380050,Sky Lakes Medical Center,2865 Daggett Avenue,Klamath Falls,OR,97601,1,HSI00000994,Sky Lakes Medical Center,Klamath Falls,OR
CHSP00002286,381321,Grande Ronde Hospital,900 Sunset Drive,La Grande,OR,97850,1,,,,
CHSP00007958,384012,Ubh Of Oregon  Lld D/B/A Cedar Hills,10300 Sw Eastridge Street,Portland,OR,97225,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00003361,381309,Lake Health District,700 South 'j' Street,Lakeview,OR,97630,1,HSI00000576,Legacy Health,Portland,OR
CHSP00005811,381323,Samaritan Lebanon Comm Hospital,525 North Santiam Highway,Lebanon,OR,97355,1,HSI00000951,Samaritan Health Services,Corvallis,OR
CHSP00006419,381324,St Charles Madras,470 Ne 'a' Street,Madras,OR,97741,1,HSI00000912,Saint Charles Health System,Bend,OR
CHSP00005814,381302,North Lincoln Hospital,3043 Ne 28th Street,Lincoln City,OR,97367,1,HSI00000951,Samaritan Health Services,Corvallis,OR
CHSP00007735,380071,Willamette Valley Medical Center,2700 Se Stratus Avenue,Mcminnville,OR,97128,1,HSI00000584,Lifepoint Health,Brentwood,TN
CHSP00000237,380018,Rogue Regional Medical Center,2825 East Barnett Road,Medford,OR,97504,1,HSI00000054,Asante Health System,Medford,OR
CHSP00005300,380075,Providence Medford Medical Center,1111 Crater Lake Avenue,Medford,OR,97504,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00005303,380082,Providence Milwaukie Hospital,10150 Se 32nd Avenue,Milwaukie,OR,97222,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00005305,380037,Providence Newberg Medical Center,1001 Providence Drive,Newberg,OR,97132,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00005815,381314,Samaritan Pacific Comm Hospial,930 Sw Abbey Street,Newport,OR,97365,1,HSI00000951,Samaritan Health Services,Corvallis,OR
CHSP00000465,380090,Bay Area Hospital,1775 Thompson Road,Coos Bay,OR,97420,1,,,,
CHSP00005694,380052,Saint Alphonsus Medical Center - Ont,351 Sw Ninth Street,Ontario,OR,97914,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00005326,380038,Providence Willamette Falls Med Ctr,1500 Division Street,Oregon City,OR,97045,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00000812,381319,St. Anthony Hospital,2801 St Anthony Way,Pendleton,OR,97801,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00003465,380017,Legacy Good Samaritan Hospital,1015 Nw 22nd Avenue,Portland,OR,97210,1,HSI00000576,Legacy Health,Portland,OR
CHSP00003059,380103,Kaiser Westside Medical Center,2875 Nw Stucki Avenue,Hillsboro,OR,97124,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00000082,380060,Adventist Medical Center-Portland,10123 Se Market Street,Portland,OR,97216,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00005308,380061,Providence Portland Medical Center,4805 Ne Glisan Street,Portland,OR,97213,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00005322,380004,Providence St. Vincent Medical Ctr,9205 Sw Barnes Road,Portland,OR,97225,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00006130,383300,Shriners Hospitals For Children,3101 Sw Sam Jackson Park Road,Portland,OR,97239,1,HSI00000981,Shriners Hospitals for Children,Tampa,FL
CHSP00004715,380009,Ohsu Hospital And Clinics,3181 Sw Sam Jackson Park Road,Portland,OR,97239,1,HSI00000795,Oregon Health and Science University,Portland,OR
CHSP00005188,38003F,Va Portland Healthcare System,3710 Sw U S Veterans Hospital Road,Portland,OR,97239,0,,,,
CHSP00006421,381313,St. Charles Med Ctr - Prineville,384 Se Combs Flat Road,Prineville,OR,97754,1,HSI00000912,Saint Charles Health System,Bend,OR
CHSP00006422,380040,St. Charles Med Ctr-Redmond,1253 Nw Canal Boulevard,Redmond,OR,97756,1,HSI00000912,Saint Charles Health System,Bend,OR
CHSP00003622,381311,Lower Umpqua Hospital,600 Ranch Road,Reedsport,OR,97467,1,,,,
CHSP00004051,380027,Mercy Medical Center,2700 Stewart Parkway,Roseburg,OR,97471,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00007445,38004F,Veterans Affairs Roseburg Healthcare System,913 Nw Garden Valley Boulevard,Roseburg,OR,97471,0,,,,
CHSP00004840,384008,Oregon State Hospital,2600 Center Street Ne,Salem,OR,97301,0,,,,
CHSP00005796,380051,Salem Hospital,890 Oak Street Se,Salem,OR,97301,1,HSI00000947,Salem Health,Salem,OR
CHSP00005316,381303,Providence Seaside Hospital,725 South Wahanna Road,Seaside,OR,97138,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00006156,380029,Silverton Hospital,342 Fairview Street,Silverton,OR,97381,1,HSI00000576,Legacy Health,Portland,OR
CHSP00003816,380020,Mckenzie-Willamette Hospital,1460 'g' Street,Springfield,OR,97477,1,,,,
CHSP00005889,380056,Santiam Memorial Hospital,1401 North 10th Avenue,Stayton,OR,97383,1,,,,
CHSP00004166,380001,Mid-Columbia Medical Center,1700 East 19th Street,The Dalles,OR,97058,1,HSI00000681,Mid Columbia Medical Center,The Dalles,OR
CHSP00007005,381317,Tillamook County Gen. Hospital,1000 Third Street,Tillamook,OR,97141,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00003466,380089,Legacy Meridian Park Hospital,19300 Sw 65th Avenue,Tualatin,OR,97062,1,HSI00000576,Legacy Health,Portland,OR
CHSP00000902,054111,Canyon Ridge Hospital,5353 'g' Street,Chino,CA,91710,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00003560,050336,Adventist Health Lodi Memorial,975 South Fairmont Avenue,Lodi,CA,95240,1,HSI00000011,Adventist Health,Roseville,CA
CHSP00001706,050242,Dominican Hospital,1555 Soquel Drive,Santa Cruz,CA,95065,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00003395,050581,Lakewood Regional Med. Ctr.,3700 East South Street,Lakewood,CA,90712,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00003085,050076,Kfh - San Francisco,2425 Geary Boulevard,San Francisco,CA,94115,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00001700,050464,Doctors Medical Center Of Modesto,1441 Florida Avenue,Modesto,CA,95350,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00002122,054110,Bhc Fremont Hospital,39001 Sundale Drive,Fremont,CA,94538,0,HSI00001148,Universal Health Services,Norristown,PA
CHSP00003567,054093,Llu  Behavioral Medicine Center,1710 Barton Road,Redlands,CA,92373,0,HSI00000591,Loma Linda University Adventist Health Sciences Center,Loma Linda,CA
CHSP00003090,050690,Kfh - Santa Rosa,401 Bicentennial Way,Santa Rosa,CA,95403,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00000107,050211,Alameda Hospital,2070 Clinton Avenue,Alameda,CA,94501,1,HSI00000018,Alameda Health System,Oakland,CA
CHSP00000157,050043,Summit Medical Center,350 Hawthorne Avenue,Oakland,CA,94609,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00000873,050047,California Pacific Medical Center,2333 Buchanan Street,San Francisco,CA,94115,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00007475,052033,Vibra Hospital Of Sacramento,330 Montrose Drive,Folsom,CA,95630,0,,,,
CHSP00004075,050516,Mercy San Juan Medical Center,6501 Coyle Avenue,Carmichael,CA,95608,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00003966,050684,Menifee Valley Medical Center,28400 Mccall Boulevard,Sun City,CA,92585,1,,,,
CHSP00003073,050765,Kfh - Moreno Valley,27300 Iris Avenue,Moreno Valley,CA,92555,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00005850,050689,San Ramon Reg. Medical Center,6001 Norris Canyon Road,San Ramon,CA,94583,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00003131,050696,Keck Hospital Of Usc,1500 San Pablo Street,Los Angeles,CA,90033,1,HSI00001181,University of Southern California,Los Angeles,CA
CHSP00007143,050454,Ucsf Medical Center,500 Parnassus Avenue,San Francisco,CA,94143,1,HSI00001168,UC Health,Oakland,CA
CHSP00001483,050329,Corona Regional Medical Center,800 South Main Street,Corona,CA,92882,1,HSI00001148,Universal Health Services,Norristown,PA
CHSP00002451,053034,Healthsouth Tustin Rehabilitation Ho,14851 Yorba Street,Tustin,CA,92780,0,,,,
CHSP00004906,050393,Pih Hospital - Downey,11500 Brookshire Avenue,Downey,CA,90241,1,HSI00000805,PIH Health,Whittier,CA
CHSP00001377,050091,Community Hospital Of Huntington Par,2623 East Slauson Avenue,Huntington Park,CA,90255,1,HSI00000067,Avanti Hospitals,El Segundo,CA
CHSP00001663,050709,Desert Valley Hospital  Inc.,16850 Bear Valley Road,Victorville,CA,92395,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00003068,050138,Kfh - Los Angeles,4867 Sunset Boulevard,Los Angeles,CA,90027,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00003067,050710,Kfh - Fresno,7300 North Fresno Street,Fresno,CA,93720,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00003571,050327,Loma Linda University Medical Center,11234 Anderson Street,Loma Linda,CA,92354,1,HSI00000591,Loma Linda University Adventist Health Sciences Center,Loma Linda,CA
CHSP00005838,053032,San Joaquin Valley Rehab Hospital,7173 North Sharon Avenue,Fresno,CA,93720,0,,,,
CHSP00000291,054095,Aurora San Diego Behavioral,11878 Avenue Of Industry,San Diego,CA,92128,0,,,,
CHSP00002364,053031,Healthsouth Bakersfield Rehabilitati,5001 Commerce Drive,Bakersfield,CA,93309,0,,,,
CHSP00003069,050748,Kfh - Manteca,1777 West Yosemite Avenue,Manteca,CA,95337,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00003589,050663,Los Angeles Community Hospital,4081 East Olympic Boulevard,Los Angeles,CA,90023,1,HSI00000851,Prospect Medical Holdings,Los Angeles,CA
CHSP00003967,050754,Menlo Park Surgical Hospital,570 Willow Road,Menlo Park,CA,94025,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00003245,052039,Kindred Hospital Brea,875 North Brea Boulevard,Brea,CA,92821,0,,,,
CHSP00007371,05031F,Va Palo Alto Health Care System,3801 Miranda Avenue,Palo Alto,CA,94304,0,,,,
CHSP00002126,050708,Fresno Surgical Hospital,6125 North Fresno Street,Fresno,CA,93710,0,,,,
CHSP00003074,050075,Kfh - Oakland,3600 Broadway,Oakland,CA,94611,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00003097,050072,Kfh - Walnut Creek,1425 South Main Street,Walnut Creek,CA,94596,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00004820,050742,Olympia Medical,5900 West Olympic Boulevard,Los Angeles,CA,90036,1,HSI00000021,Alecto Healthcare Services,Irvine,CA
CHSP00000124,050281,Alhambra Hospital,100 South Raymond Avenue,Alhambra,CA,91801,1,,,,
CHSP00006267,050135,So Calif Hospital At Hollywood,6245 De Longpre Avenue,Los Angeles,CA,90028,1,HSI00000851,Prospect Medical Holdings,Los Angeles,CA
CHSP00006742,050108,Sutter Medical Center - Sacramento,2801 'l' Street,Sacramento,CA,95816,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00003258,052032,Kindred Hospital Los Angeles,5525 West Slauson Avenue,Los Angeles,CA,90056,0,,,,
CHSP00003076,050609,Kfh - Oc-Anaheim,3440 East La Palma Avenue,Anaheim,CA,92806,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00002233,050380,Good Samaritan Hospital,2425 Samaritan Drive,San Jose,CA,95124,1,HSI00000492,HCA Healthcare,Nashville,TN
CHSP00006740,050714,Sutter Maternity & Surgery Center,2900 Chanticleer Avenue,Santa Cruz,CA,95065,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00000349,050036,Memorial Hospital,420 34th Street,Bakersfield,CA,93301,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00000004,050226,Anaheim Regional Medical Center,1111 West La Palma Avenue,Anaheim,CA,92801,1,,,,
CHSP00006738,050523,Sutter Delta Medical Center,3901 Lone Tree Way,Antioch,CA,94509,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00007637,050426,West Anaheim Medical Center,3033 West Orange Avenue,Anaheim,CA,92804,1,HSI00000845,Prime Healthcare Services,Ontario,CA
CHSP00000177,050744,Anaheim Global Medical Center,1025 South Anaheim Boulevard,Anaheim,CA,92805,1,,,,
CHSP00006556,050300,St. Mary Medical Center,18300 Highway 18,Apple Valley,CA,92307,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00001870,050039,Enloe Medical Center,1531 Esplanade,Chico,CA,95926,1,HSI00000345,Enloe Medical Center,Chico,CA
CHSP00003062,050723,Kfh - Baldwin Park,1011 Baldwin Park Boulevard,Baldwin Park,CA,91706,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00000348,050724,Heart Hospital Of Bakersfield,3001 Sillect Avenue,Bakersfield,CA,93308,0,,,,
CHSP00003647,050028,Mad River Community Hospital,3800 Janes Road,Arcata,CA,95521,1,,,,
CHSP00006631,050726,Stanislaus Surgical,1421 Oakdale Road,Modesto,CA,95355,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00004041,050295,Mercy Hospital,2215 Truxtun Avenue,Bakersfield,CA,93301,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00004206,053309,Miller Childrens Hospital,2801 Atlantic Avenue,Long Beach,CA,90806,1,HSI00000658,MemorialCare Health System,Fountain Valley,CA
CHSP00006154,050763,Silver Lake Medical Center,1711 West Temple Street,Los Angeles,CA,90026,1,HSI00001042,Success Healthcare,Boca Raton,FL
CHSP00006489,050006,St. Joseph Hospital - Eureka,2700 Dolbeer Street,Eureka,CA,95501,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00006629,050283,Valley Memorial Hospital,5555 West Las Positas Boulevard,Pleasanton,CA,94588,1,HSI00001033,Stanford Health Care,Stanford,CA
CHSP00003019,054131,John Muir Behavioral Health,2740 Grant Street,Concord,CA,94520,0,HSI00000530,John Muir Health,Walnut Creek,CA
CHSP00005887,050174,Santa Rosa Memorial Hospital,1165 Montgomery Drive,Santa Rosa,CA,95405,1,HSI00000852,Providence Saint Joseph Health,Renton,WA
CHSP00005552,050292,Riverside University Health System,26520 Cactus Avenue,Moreno Valley,CA,92555,1,HSI00000885,Riverside University Health System,Moreno Valley,CA
CHSP00002125,050732,Fresno Heart And Surgical Hospital,15 East Audubon Drive,Fresno,CA,93720,0,,,,
CHSP00000826,053306,Childrens Hospital At Mission,27700 Medical Center Road,Mission Viejo,CA,92691,1,HSI00000214,CHOC Childrens,Orange,CA
CHSP00004999,050697,Patients Hospital Of Redding,2900 Eureka Way,Redding,CA,96001,0,HSI00000011,Adventist Health,Roseville,CA
CHSP00007476,052044,San Diego Rehab Hospital,555 Washington Street,San Diego,CA,92103,0,,,,
CHSP00002592,053308,Nexus Childrens Hospital Orange,393 South Tustin Street,Orange,CA,92866,1,,,,
CHSP00007472,052047,Northern California Rehab Hospital,2801 Eureka Way,Redding,CA,96001,0,,,,
CHSP00006091,050722,Sharp Mary Birch Hospital For Women And Newborns,3003 Health Center Drive,San Diego,CA,92123,1,HSI00000977,Sharp Healthcare,San Diego,CA
CHSP00004975,050102,Parkview Community Hospital,3865 Jackson Street,Riverside,CA,92503,1,,,,
CHSP00000352,053037,San Bernardino - Ballard Rehab Hospi,1760 West 16th Street,San Bernardino,CA,92411,0,,,,
CHSP00003242,052045,Kindred Hospital Baldwin Park,14148 Francisquito Avenue,Baldwin Park,CA,91706,0,,,,
CHSP00000234,050016,Arroyo Grande Community Hospital,345 South Halcyon Road,Arroyo Grande,CA,93420,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00003257,052038,Kindred Hospital La Mirada,14900 East Imperial Highway,La Mirada,CA,90638,0,,,,
CHSP00004506,054135,Newport Bay Hospital,1501 East 16th Street,Newport Beach,CA,92663,0,,,,
CHSP00004053,050444,Mercy Medical Center Merced,333 Mercy Avenue,Merced,CA,95340,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00001400,050394,Cmh Of San Buenaventura,147 North Brent Street,Ventura,CA,93003,1,HSI00000255,Community Memorial Health System,Ventura,CA
CHSP00004237,050751,Miracle Mile Medical Center,6000 San Vicente Boulevard,Los Angeles,CA,90036,1,,,,
CHSP00001801,050488,Eden Medical Center,20103 Lake Chabot Road,Castro Valley,CA,94546,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00003061,050760,Kfh - Antioch,4501 Sand Creek Road,Antioch,CA,94531,1,HSI00000536,Kaiser Permanente,Oakland,CA
CHSP00000260,,Atascadero State Hospital,10333 El Camino Real,Atascadero,CA,93422,0,,,,
CHSP00006734,050498,Sutter Auburn Faith Hospital,11815 Education Street,Auburn,CA,95602,1,HSI00001050,Sutter Health,Sacramento,CA
