Facility Name,Region,County,Modified Date,Time ,COVID-19 Patients in Acute Care Beds,COVID-19 Patients in ICU,Ventilators Available,Ventilators in Use,Physical Adult ICU Beds,Staffed Adult ICU Beds,Occupied Adult ICU Beds,Physical Pediatric ICU Beds,Staffed Pediatric ICU Beds,Occupied Pediatric ICU Beds,Physical Adult Acute Care Beds,Staffed Adult Acute Care Beds,Occupied Adult Acute Care Beds,Physical Pediatric Acute Care Beds,Staffed Pediatric Acute Care Beds,Occupied Pediatric Acute Care Beds,Patients in the ED,Have you expanded into non traditional spaces?,"If you have expanded, how many beds have you added?",Indicator of Clinical Staff Absenteeism,ECMO Adult Machines,ECMO Peds/Neonate Machines,Patients Under Investigation
University of Maryland Medical Center,Region III,Baltimore City,3/26/20,,0,3,50,null,188,165,124,19,19,17,184,126,91,47,30,9,19,No,null,1,15,0,
University of Maryland Medical Center,Region III,Baltimore City,3/27/20,,1,5,50,null,188,102,62,19,19,17,184,134,83,47,23,11,22,No,null,1,12,0,
University of Maryland Medical Center,Region III,Baltimore City,3/28/20,,0,6,50,null,188,102,102,19,19,17,184,86,81,47,23,11,34,No,null,1,13,null,
University of Maryland Medical Center,Region III,Baltimore City,3/29/20,,0,8,50,null,188,103,76,19,19,18,184,124,102,47,18,6,25,,null,1,8,4,
University of Maryland Medical Center,Region III,Baltimore City,3/30/20,,1,11,50,null,159,92,89,19,19,17,433,406,412,35,29,11,16,,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,3/31/20,,16,13,50,null,139,133,93,19,19,18,364,355,179,40,32,14,25,,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/1/20,4:53:00 PM,null,null,50,null,188,160,105,17,17,16,null,355,119,20,20,13,24,No,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/2/20,2:24:21 PM,null,null,50,100,188,160,105,17,17,16,242,242,119,20,20,13,24,No,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/3/20,11:40:03 AM,3,18,50,100,188,160,123,19,17,17,242,242,103,35,20,12,20,No,null,1,16,0,
University of Maryland Medical Center,Region III,Baltimore City,4/4/20,1:16:06 PM,3,5,86,97,188,160,120,19,19,17,242,242,98,35,21,15,16,No,null,1,15,0,
University of Maryland Medical Center,Region III,Baltimore City,4/5/20,10:22:07 AM,2,19,86,97,188,167,122,19,19,15,253,253,110,40,32,14,20,No,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/6/20,12:02:25 PM,8,17,126,86,188,163,129,19,19,15,243,243,119,40,32,13,22,No,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/7/20,1:05:12 PM,4,24,123,80,188,146,115,19,19,17,243,243,119,40,32,13,27,No,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/8/20,12:00:13 PM,4,23,123,66,188,150,124,19,19,18,289,261,133,40,32,16,21,No,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/9/20,9:39:37 AM,6,20,126,91,190,190,127,19,19,15,263,241,137,40,32,20,13,No,null,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/10/20,1:04:40 AM,3,26,126,91,190,190,142,19,19,14,263,240,111,40,32,18,21,No,null,1,15,0,
University of Maryland Medical Center,Region III,Baltimore City,4/11/20,10:31:42,2,31,126,91,190,190,143,19,19,13,298,291,108,40,32,13,18,No,null,1,15,3,
University of Maryland Medical Center,Region III,Baltimore City,4/12/20,12:14:18,5,33,106,79,187,182,131,19,19,14,291,244,146,40,32,12,16,No,null,1,15,3,
University of Maryland Medical Center,Region III,Baltimore City,4/13/20,2:23:03 PM,7,34,106,79,187,180,122,19,19,15,291,230,98,40,32,15,29,No,null,1,14,3,
University of Maryland Medical Center,Region III,Baltimore City,4/14/20,12:30:46 PM,5,39,129,90,187,170,135,19,19,16,291,230,94,40,30,18,27,No,null,1,13,3,
University of Maryland Medical Center,Region III,Baltimore City,4/15/20,12:00:59,13,37,108,100,187,142,111,19,19,15,291,193,143,40,27,16,19,No,null,1,14,3,
University of Maryland Medical Center,Region III,Baltimore City,4/16/20,10:11:02,11,37,108,100,220,186,100,19,19,14,240,223,122,40,20,16,19,Yes,19,1,14,3,
University of Maryland Medical Center,Region III,Baltimore City,4/17/20,14:11:00,11,39,110,95,172,134,111,19,19,14,240,525,170,40,22,17,19,Yes,252,null,14,3,
University of Maryland Medical Center,Region III,Baltimore City,4/18/20,11:58:00,9,43,103,100,172,145,138,19,19,14,240,170,120,40,22,18,16,Yes,252,null,14,3,
University of Maryland Medical Center,Region III,Baltimore City,4/19/20,13:59:00,11,42,89,97,203,172,136,19,19,17,240,204,143,40,19,14,19,Yes,252,null,9,3,
University of Maryland Medical Center,Region III,Baltimore City,4/20/20,11:33:00,3,54,110,95,187,173,129,19,19,17,306,212,167,40,19,13,21,Yes,252,null,11,3,
University of Maryland Medical Center,Region III,Baltimore City,4/21/20,13:58:00,12,46,116,92,187,175,149,19,19,16,306,200,131,40,20,15,18,Yes,252,null,9,3,
University of Maryland Medical Center,Region III,Baltimore City,4/22/20,12:27:00,12,46,116,92,187,140,112,19,19,17,306,196,142,40,22,19,25,Yes,null,null,11,0,
University of Maryland Medical Center,Region III,Baltimore City,4/23/20,13:11:00,5,59,116,92,190,180,131,19,19,18,325,240,189,40,22,16,34,Yes,30,null,11,0,
University of Maryland Medical Center,Region III,Baltimore City,4/24/20,13:57:00,17,49,106,99,190,185,159,19,19,14,325,200,130,40,22,21,17,Yes,30,null,8,0,
University of Maryland Medical Center,Region III,Baltimore City,4/25/20,14:17:00,19,47,116,100,190,185,155,19,19,14,325,190,125,40,21,15,17,Yes,30,null,6,0,
University of Maryland Medical Center,Region III,Baltimore City,4/26/20,11:19:00,20,46,122,95,190,180,162,19,19,15,325,190,127,40,21,16,19,Yes,30,1,6,3,
University of Maryland Medical Center,Region III,Baltimore City,4/27/20,12:41:00,21,45,122,95,196,196,147,19,19,14,325,273,179,40,24,16,20,Yes,30,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/28/20,12:29:00,5,59,100,79,214,210,153,19,19,13,275,215,168,40,28,15,24,Yes,96,1,16,3,
University of Maryland Medical Center,Region III,Baltimore City,4/29/20,13:08:00,20,50,112,124,214,200,169,19,19,14,275,215,148,40,28,14,21,Yes,96,1,15,0,
University of Maryland Medical Center,Region III,Baltimore City,4/30/20,12:57:00,15,53,101,115,214,200,163,19,19,13,275,215,141,40,28,18,30,Yes,96,1,16,0,
University of Maryland Medical Center,Region III,Baltimore City,5/1/20,10:46:00,16,51,112,124,345,210,153,19,19,14,350,212,143,40,20,12,21,Yes,90,1,17,0,
University of Maryland Medical Center,Region III,Baltimore City,5/2/20,13:03:00,13,55,110,119,345,189,151,19,19,14,350,217,159,40,20,11,28,Yes,90,1,17,0,
University of Maryland Medical Center,Region III,Baltimore City,5/3/20,13:22:00,17,56,94,115,345,202,160,19,19,13,350,219,169,40,20,15,18,Yes,90,1,16,0,
University of Maryland Medical Center,Region III,Baltimore City,5/4/20,13:20:00,20,56,94,115,345,235,182,19,19,13,350,242,193,40,21,13,21,Yes,90,1,17,0,
University of Maryland Medical Center,Region III,Baltimore City,5/5/20,14:08:00,22,57,115,109,345,225,166,19,19,13,350,235,157,40,23,16,22,Yes,90,1,20,0,
University of Maryland Medical Center,Region III,Baltimore City,5/6/20,13:46:00,20,58,107,115,345,220,169,19,19,11,350,210,145,40,23,15,19,Yes,90,1,17,0,
University of Maryland Medical Center,Region III,Baltimore City,5/7/20,14:05:00,18,57,107,115,346,195,140,19,19,11,350,217,185,40,24,16,31,Yes,130,2,17,0,
University of Maryland Medical Center,Region III,Baltimore City,5/8/20,13:21:00,22,60,108,99,346,206,163,19,19,13,350,207,163,40,24,20,18,Yes,130,2,16,0,30
University of Maryland Medical Center,Region III,Baltimore City,5/9/20,14:44:00,18,75,108,99,346,211,147,19,19,14,361,252,163,40,20,16,44,Yes,130,2,16,0,34
University of Maryland Medical Center,Region III,Baltimore City,5/10/20,13:51:00,5,72,105,104,346,174,145,19,19,13,361,258,207,40,21,17,21,Yes,130,2,16,0,26
University of Maryland Medical Center,Region III,Baltimore City,5/11/20,14:55:00,20,61,110,125,346,195,176,19,19,12,361,210,163,40,21,18,33,Yes,130,2,20,1,38
University of Maryland Medical Center,Region III,Baltimore City,5/12/20,16:03:00,26,59,93,125,281,268,162,19,19,13,372,313,293,41,22,19,31,Yes,112,1,18,1,29
University of Maryland Medical Center,Region III,Baltimore City,5/13/20,12:23:00,32,60,93,123,264,212,176,19,19,14,420,359,292,41,21,22,29,Yes,112,1,23,3,44
University of Maryland Medical Center,Region III,Baltimore City,5/14/20,11:54:00,21,66,100,123,264,245,200,19,19,16,380,342,267,41,21,21,22,Yes,112,2,23,3,32
University of Maryland Medical Center,Region III,Baltimore City,5/15/20,10:22:00,10,76,104,118,300,272,220,19,19,13,380,267,205,41,22,18,24,Yes,112,2,23,3,29
University of Maryland Medical Center,Region III,Baltimore City,5/16/20,14:12:00,18,58,101,129,264,196,161,19,19,12,380,196,161,41,29,24,27,Yes,112,1,23,3,16
University of Maryland Medical Center,Region III,Baltimore City,5/17/20,14:27:00,18,57,101,129,264,226,169,19,19,13,380,347,263,41,29,17,24,Yes,112,1,23,3,24
University of Maryland Medical Center,Region III,Baltimore City,5/18/20,12:39:00,17,54,97,125,300,209,147,19,19,14,380,189,174,41,22,14,29,Yes,112,2,23,3,22
University of Maryland Medical Center,Region III,Baltimore City,5/19/20,11:14:00,18,53,104,118,300,245,169,19,19,14,380,328,284,41,22,14,30,Yes,112,2,23,3,26
University of Maryland Medical Center,Region III,Baltimore City,5/20/20,11:35:00,14,57,104,124,300,215,177,19,19,17,380,242,213,41,22,20,27,Yes,112,1,23,3,23
University of Maryland Medical Center,Region III,Baltimore City,5/21/20,10:49:00,17,54,96,129,300,197,163,19,19,16,380,236,197,41,22,20,23,Yes,112,1,23,3,29
University of Maryland Medical Center,Region III,Baltimore City,5/22/20,10:51:00,14,56,96,129,300,176,133,19,19,17,380,264,211,41,23,16,25,Yes,112,2,23,3,23
University of Maryland Medical Center,Region III,Baltimore City,5/23/20,13:06:00,15,53,94,131,253,233,174,19,19,16,383,342,257,41,23,16,15,Yes,112,2,23,3,23
University of Maryland Medical Center,Region III,Baltimore City,5/24/20,11:07:00,15,55,84,134,253,216,170,19,19,15,383,340,256,41,22,17,19,Yes,112,2,23,3,28
University of Maryland Medical Center,Region III,Baltimore City,5/25/20,10:35:00,14,54,91,125,253,238,184,19,19,14,383,363,283,41,24,17,20,Yes,112,2,23,3,37
University of Maryland Medical Center,Region III,Baltimore City,5/26/20,11:07:00,14,49,90,125,253,189,158,19,19,16,383,248,206,41,24,17,23,Yes,112,1,23,3,34
University of Maryland Medical Center,Region III,Baltimore City,5/27/20,10:31:00,32,41,91,121,253,241,184,19,19,13,389,368,293,41,25,21,21,Yes,112,1,23,3,28
University of Maryland Medical Center,Region III,Baltimore City,5/28/20,13:14:00,19,55,100,125,233,237,179,19,19,11,391,370,294,41,23,20,26,Yes,112,1,17,3,32
University of Maryland Medical Center,Region III,Baltimore City,5/29/20,14:46:00,23,56,102,126,237,237,178,19,19,9,391,353,294,41,24,17,29,Yes,112,1,17,1,27
University of Maryland Medical Center,Region III,Baltimore City,5/30/20,14:28:00,29,54,75,130,237,237,187,19,19,10,391,361,300,41,22,22,25,Yes,112,2,23,1,26
University of Maryland Medical Center,Region III,Baltimore City,5/31/20,15:39:00,25,56,89,131,243,243,187,19,19,9,385,347,293,41,21,15,23,Yes,112,2,24,1,22
University of Maryland Medical Center,Region III,Baltimore City,6/1/20,13:57:00,24,58,80,127,244,237,182,19,19,9,385,347,285,41,20,15,36,Yes,112,2,24,1,23
University of Maryland Medical Center,Region III,Baltimore City,6/2/20,15:10:00,25,57,89,129,244,244,185,19,19,11,382,360,297,41,18,16,27,Yes,112,1,25,1,23
University of Maryland Medical Center,Region III,Baltimore City,6/3/20,10:42:00,23,54,107,132,226,235,184,19,19,13,385,367,290,41,21,18,29,Yes,112,1,21,1,31
University of Maryland Medical Center,Region III,Baltimore City,6/4/20,11:12:00,27,52,98,128,226,234,189,19,19,12,385,349,288,41,20,19,41,Yes,112,1,20,1,22
University of Maryland Medical Center,Region III,Baltimore City,6/5/20,11:27:00,24,48,96,115,226,234,180,19,19,12,385,349,290,41,20,18,17,Yes,112,1,24,1,23
University of Maryland Medical Center,Region III,Baltimore City,6/6/20,10:46:00,27,45,96,115,225,233,180,19,19,15,380,359,289,41,24,23,40,Yes,112,1,20,1,29
University of Maryland Medical Center,Region III,Baltimore City,6/7/20,10:19:00,26,44,96,127,225,233,174,19,19,13,382,361,296,41,24,23,23,Yes,112,1,20,1,17
University of Maryland Medical Center,Region III,Baltimore City,6/8/20,12:48:00,23,45,92,121,225,229,168,19,19,12,382,320,269,41,29,22,34,Yes,112,1,19,1,25
University of Maryland Medical Center,Region III,Baltimore City,6/9/20,11:52:00,21,45,94,117,225,215,169,19,19,13,382,333,270,41,24,24,39,Yes,112,1,15,1,22
University of Maryland Medical Center,Region III,Baltimore City,6/10/20,11:53:00,20,41,106,116,225,213,164,19,19,12,382,336,277,41,29,23,35,Yes,112,1,15,1,25
University of Maryland Medical Center,Region III,Baltimore City,6/11/20,12:10:00,19,38,106,116,227,222,178,19,17,16,389,360,296,41,26,19,32,Yes,112,1,18,1,25
University of Maryland Medical Center,Region III,Baltimore City,6/12/20,10:08:00,18,30,107,123,227,220,173,19,17,17,389,370,307,41,25,23,39,Yes,112,1,17,1,28
University of Maryland Medical Center,Region III,Baltimore City,6/13/20,10:52:00,16,28,104,121,227,221,174,19,19,17,389,370,320,41,24,22,27,Yes,112,1,18,1,24
University of Maryland Medical Center,Region III,Baltimore City,6/14/20,11:47:00,15,34,107,120,227,219,175,19,19,16,389,368,316,41,25,22,22,Yes,112,1,21,1,21
University of Maryland Medical Center,Region III,Baltimore City,6/15/20,11:24:00,18,33,112,110,223,220,175,19,19,15,391,372,311,41,23,22,32,Yes,112,1,22,1,26
University of Maryland Medical Center,Region III,Baltimore City,6/16/20,10:24:00,11,30,112,110,226,227,177,19,19,18,391,357,313,41,25,23,33,Yes,112,1,22,1,22
University of Maryland Medical Center,Region III,Baltimore City,6/17/20,13:21:00,11,30,112,110,226,227,177,19,19,18,391,357,313,41,25,23,33,Yes,112,1,22,1,22
University of Maryland Medical Center,Region III,Baltimore City,6/18/20,11:58:00,8,27,136,97,226,213,169,19,19,15,391,357,307,41,26,23,39,Yes,112,1,23,1,23
University of Maryland Medical Center,Region III,Baltimore City,6/19/20,11:47:00,7,25,134,107,226,211,167,19,19,15,391,356,298,41,24,23,32,Yes,112,1,23,1,27
University of Maryland Medical Center,Region III,Baltimore City,6/20/20,10:31:00,8,25,121,106,226,211,170,19,19,14,391,348,298,41,23,19,42,Yes,112,1,13,1,23
University of Maryland Medical Center,Region III,Baltimore City,6/21/20,11:29:00,8,25,122,98,226,211,169,19,19,16,391,350,292,41,23,18,17,Yes,112,1,20,1,27
University of Maryland Medical Center,Region III,Baltimore City,6/22/20,10:02:00,10,22,122,98,226,210,151,19,19,13,391,351,298,41,24,21,36,Yes,112,1,20,1,30
University of Maryland Medical Center,Region III,Baltimore City,6/23/20,10:46:00,13,21,128,101,226,212,157,19,19,13,391,369,307,41,25,22,23,Yes,112,1,20,1,26
University of Maryland Medical Center,Region III,Baltimore City,6/24/20,11:19:00,11,18,132,102,226,214,169,19,19,13,391,380,304,41,24,22,32,Yes,112,1,19,1,35
University of Maryland Medical Center,Region III,Baltimore City,6/25/20,10:19:00,11,21,129,103,226,198,169,19,19,18,391,374,310,41,26,22,28,Yes,112,1,18,1,35
University of Maryland Medical Center,Region III,Baltimore City,6/26/20,10:57:00,8,17,143,104,226,198,161,19,19,14,391,376,317,41,25,23,28,Yes,112,1,13,1,33
University of Maryland Medical Center,Region III,Baltimore City,6/27/20,09:26:00,8,15,143,104,226,196,167,19,20,16,391,369,311,41,24,21,28,Yes,112,1,15,1,30
University of Maryland Medical Center,Region III,Baltimore City,6/28/20,09:26:00,10,15,138,91,226,195,161,19,18,15,391,364,315,41,21,21,46,Yes,112,1,14,1,38
University of Maryland Medical Center,Region III,Baltimore City,6/29/20,11:08:00,9,17,124,93,226,196,152,19,18,11,391,369,303,41,24,20,30,Yes,112,1,14,1,37
University of Maryland Medical Center,Region III,Baltimore City,6/30/20,11:05:00,7,19,138,92,226,190,163,19,16,13,391,370,309,41,25,19,18,Yes,112,1,14,1,29
University of Maryland Medical Center,Region III,Baltimore City,7/1/20,10:13:00,8,17,130,96,226,192,164,19,19,15,391,370,313,41,24,17,35,Yes,112,1,14,1,27
University of Maryland Medical Center,Region III,Baltimore City,7/2/20,11:36:00,7,19,133,96,226,187,154,19,17,14,391,362,317,41,24,20,32,Yes,112,1,15,1,31
University of Maryland Medical Center,Region III,Baltimore City,7/3/20,09:29:00,7,16,133,93,226,186,159,19,17,14,391,367,186,41,26,22,42,Yes,112,1,11,1,34
University of Maryland Medical Center,Region III,Baltimore City,7/4/20,11:01:00,5,17,135,82,226,186,152,19,17,14,391,360,286,41,26,22,34,Yes,112,1,12,1,29
University of Maryland Medical Center,Region III,Baltimore City,7/5/20,11:19:00,5,16,123,90,226,186,155,19,19,14,391,360,290,41,28,15,26,Yes,112,1,11,1,32
University of Maryland Medical Center,Region III,Baltimore City,7/6/20,09:32:00,6,14,123,90,226,187,152,19,19,13,391,357,298,41,24,13,23,Yes,112,1,11,1,40
University of Maryland Medical Center,Region III,Baltimore City,7/7/20,10:52:00,6,16,129,99,226,190,151,19,19,11,391,356,307,41,21,20,35,Yes,112,1,11,1,24
University of Maryland Medical Center,Region III,Baltimore City,7/8/20,11:40:00,5,20,127,99,226,191,151,19,19,11,391,363,317,41,22,19,36,Yes,112,1,11,1,25
University of Maryland Medical Center,Region III,Baltimore City,7/9/20,09:29:00,4,16,127,99,226,187,159,19,19,16,391,362,327,41,23,23,35,Yes,112,1,10,1,25
University of Maryland Medical Center,Region III,Baltimore City,7/10/20,09:51:00,6,14,128,98,359,190,163,19,19,16,493,363,321,41,22,21,43,Yes,112,1,10,1,30
University of Maryland Medical Center,Region III,Baltimore City,7/11/20,11:15:00,8,13,132,101,226,189,156,19,18,14,493,355,320,41,20,16,36,Yes,112,1,11,1,33
University of Maryland Medical Center,Region III,Baltimore City,7/12/20,11:46:00,7,12,132,100,226,190,151,19,19,15,493,355,315,41,22,14,34,Yes,112,1,10,0,37
University of Maryland Medical Center,Region III,Baltimore City,7/13/20,11:45:00,7,13,129,89,226,190,146,19,19,15,493,363,317,41,20,16,35,Yes,112,1,10,0,34
University of Maryland Medical Center,Region III,Baltimore City,7/14/20,11:15:00,8,9,140,83,226,192,148,19,19,13,493,364,329,41,24,22,37,Yes,112,1,9,0,28
University of Maryland Medical Center,Region III,Baltimore City,7/15/20,10:03:00,8,10,134,91,226,191,150,19,19,17,493,358,332,41,23,22,39,Yes,112,1,9,0,32
University of Maryland Medical Center,Region III,Baltimore City,7/16/20,11:26:00,8,12,150,84,226,185,153,19,19,17,493,367,335,41,23,22,27,Yes,112,1,9,0,35
University of Maryland Medical Center,Region III,Baltimore City,7/17/20,11:47:00,10,13,148,80,226,188,154,19,19,15,493,369,316,41,23,22,43,Yes,112,1,9,0,37
University of Maryland Medical Center,Region III,Baltimore City,7/18/20,10:02:00,5,10,148,80,226,190,162,19,19,17,493,355,312,41,23,16,34,Yes,112,1,8,0,35
University of Maryland Medical Center,Region III,Baltimore City,7/19/20,09:24:00,7,11,137,87,226,188,166,19,19,14,493,353,303,41,22,17,36,Yes,112,1,10,0,39
University of Maryland Medical Center,Region III,Baltimore City,7/20/20,11:22:00,7,13,130,80,226,192,172,19,19,15,493,348,309,41,22,16,46,Yes,112,1,11,0,37
University of Maryland Medical Center,Region III,Baltimore City,7/21/20,11:26:00,6,12,136,91,226,196,172,19,19,18,493,357,307,41,22,20,54,Yes,112,1,11,0,36
University of Maryland Medical Center,Region III,Baltimore City,7/22/20,11:27:00,6,11,143,84,226,198,171,19,19,16,493,359,314,41,24,20,41,Yes,112,1,11,0,25
University of Maryland Medical Center,Region III,Baltimore City,7/23/20,10:40:00,6,11,139,91,226,198,160,19,19,14,493,355,322,41,24,23,55,Yes,112,1,10,0,31
University of Maryland Medical Center,Region III,Baltimore City,7/24/20,14:45:00,8,12,144,87,226,198,174,19,19,13,493,355,331,41,23,22,47,Yes,112,1,7,0,18
University of Maryland Medical Center,Region III,Baltimore City,7/25/20,11:04:00,5,13,136,81,226,199,174,19,19,15,493,353,311,41,21,13,20,Yes,112,1,7,0,23
University of Maryland Medical Center,Region III,Baltimore City,7/26/20,10:48:00,7,11,126,94,226,199,166,19,19,13,493,349,318,41,22,16,18,Yes,112,1,7,0,29
University of Maryland Medical Center,Region III,Baltimore City,7/27/20,13:43:00,5,13,112,103,223,197,166,19,19,15,493,349,292,41,25,17,42,Yes,112,1,9,0,38
University of Maryland Medical Center,Region III,Baltimore City,7/28/20,09:42:00,12,11,134,98,223,197,168,19,19,14,493,352,318,41,25,20,48,Yes,112,1,9,0,41
University of Maryland Medical Center,Region III,Baltimore City,7/29/20,11:52:00,14,11,129,95,223,197,165,19,19,17,493,358,316,41,29,23,36,Yes,112,1,7,0,34
University of Maryland Medical Center,Region III,Baltimore City,7/30/20,10:38:00,10,7,128,98,223,199,169,19,19,15,493,358,327,41,27,24,27,Yes,112,1,8,0,35
University of Maryland Medical Center,Region III,Baltimore City,7/31/20,12:51:00,7,7,128,94,223,199,174,19,19,18,493,357,330,41,27,17,39,Yes,112,1,9,0,31
University of Maryland Medical Center,Region III,Baltimore City,8/1/20,10:40:00,9,8,118,97,223,200,177,19,19,19,493,360,327,41,28,17,25,Yes,112,1,9,0,29
University of Maryland Medical Center,Region III,Baltimore City,8/2/20,10:47:00,10,10,125,94,223,196,173,19,19,18,493,347,307,41,16,8,38,Yes,112,1,9,0,32
University of Maryland Medical Center,Region III,Baltimore City,8/3/20,10:19:00,8,11,123,92,223,199,175,19,19,17,493,342,310,41,20,13,27,Yes,112,1,7,0,41
University of Maryland Medical Center,Region III,Baltimore City,8/4/20,09:58:00,11,11,122,95,223,201,166,19,19,13,493,352,316,41,22,18,30,Yes,112,1,7,0,36
University of Maryland Medical Center,Region III,Baltimore City,8/5/20,10:47:00,8,11,124,106,223,201,166,19,19,14,493,349,317,41,22,13,48,Yes,112,1,10,0,25
University of Maryland Medical Center,Region III,Baltimore City,8/6/20,10:10:00,5,10,124,105,223,198,164,19,16,13,493,348,315,41,20,13,40,Yes,112,1,9,0,26
University of Maryland Medical Center,Region III,Baltimore City,8/7/20,09:47:00,7,9,120,104,223,199,159,19,19,13,493,347,329,41,25,22,36,Yes,112,1,9,0,27
University of Maryland Medical Center,Region III,Baltimore City,8/8/20,10:25:00,10,9,112,108,223,196,169,19,19,16,493,347,300,41,25,21,42,Yes,112,1,7,0,25
University of Maryland Medical Center,Region III,Baltimore City,8/9/20,09:53:00,6,9,102,109,223,195,165,19,18,11,493,353,302,41,22,19,31,Yes,112,1,7,0,31
University of Maryland Medical Center,Region III,Baltimore City,8/10/20,10:06:00,4,8,106,110,223,192,162,19,19,16,493,350,307,41,23,23,28,Yes,112,1,7,0,30
University of Maryland Medical Center,Region III,Baltimore City,8/11/20,10:49:00,4,8,103,105,223,197,156,19,19,16,493,352,304,41,25,22,33,Yes,112,1,7,0,23
University of Maryland Medical Center,Region III,Baltimore City,8/12/20,10:56:00,5,9,106,110,223,197,165,19,19,17,493,354,316,41,25,19,44,Yes,112,1,7,0,37
University of Maryland Medical Center,Region III,Baltimore City,8/13/20,10:54:00,7,11,113,93,223,199,171,19,19,17,493,358,310,41,25,19,34,Yes,112,1,7,0,29
University of Maryland Medical Center,Region III,Baltimore City,8/14/20,10:21:00,6,9,102,103,223,196,169,19,19,16,493,330,313,41,25,23,40,Yes,112,1,7,0,36
University of Maryland Medical Center,Region III,Baltimore City,8/15/20,11:30:00,6,11,102,94,223,194,165,19,17,15,493,362,313,41,24,24,26,Yes,112,1,7,0,33
University of Maryland Medical Center,Region III,Baltimore City,8/16/20,10:54:00,6,9,118,90,223,197,154,19,19,14,493,361,306,41,23,20,28,Yes,112,1,7,0,35
University of Maryland Medical Center,Region III,Baltimore City,8/17/20,11:47:00,10,8,135,94,223,204,149,19,19,14,493,361,307,41,27,21,27,Yes,112,1,6,0,35
University of Maryland Medical Center,Region III,Baltimore City,8/18/20,10:36:00,8,8,136,81,223,204,151,19,19,15,493,361,292,41,25,19,41,Yes,112,1,5,0,26
University of Maryland Medical Center,Region III,Baltimore City,8/19/20,10:31:00,7,5,127,85,223,199,154,19,19,16,493,367,293,41,25,21,36,Yes,112,1,5,0,24
University of Maryland Medical Center,Region III,Baltimore City,8/20/20,11:29:00,5,6,127,84,223,205,168,19,19,15,493,373,325,41,26,19,34,Yes,112,1,4,0,24
University of Maryland Medical Center,Region III,Baltimore City,8/21/20,10:05:00,5,4,128,90,223,205,160,19,19,13,493,365,301,41,26,20,32,Yes,112,1,4,0,22
University of Maryland Medical Center,Region III,Baltimore City,8/22/20,10:38:00,5,4,132,86,223,201,158,19,19,14,493,369,302,41,27,19,23,Yes,112,1,4,0,26
University of Maryland Medical Center,Region III,Baltimore City,8/23/20,10:29:00,6,3,126,84,223,205,165,19,19,15,493,363,300,41,25,22,28,Yes,112,1,4,0,32
University of Maryland Medical Center,Region III,Baltimore City,8/24/20,10:29:00,8,2,117,84,223,205,169,19,19,15,493,363,294,41,27,20,27,Yes,112,1,8,0,35
University of Maryland Medical Center,Region III,Baltimore City,8/25/20,09:50:00,4,3,126,84,223,205,176,19,19,16,493,358,302,41,28,22,32,Yes,112,1,6,0,39
University of Maryland Medical Center,Region III,Baltimore City,8/26/20,13:57:00,5,5,115,88,223,204,174,19,19,14,493,369,326,41,28,27,52,Yes,112,1,6,0,30
University of Maryland Medical Center,Region III,Baltimore City,8/27/20,09:56:00,8,5,115,85,223,204,163,19,19,14,493,376,322,41,28,27,26,Yes,112,1,7,0,29
University of Maryland Medical Center,Region III,Baltimore City,8/28/20,10:41:00,3,6,115,85,223,204,173,19,19,15,493,378,326,41,28,26,30,Yes,112,1,7,0,32
University of Maryland Medical Center,Region III,Baltimore City,8/29/20,11:27:00,4,6,115,85,223,199,167,19,19,12,493,375,332,41,25,22,43,Yes,112,1,6,0,36
University of Maryland Medical Center,Region III,Baltimore City,8/30/20,09:58:00,7,5,105,91,223,193,159,19,17,15,493,369,316,41,23,17,30,Yes,112,1,8,0,39
University of Maryland Medical Center,Region III,Baltimore City,8/31/20,10:23:00,7,6,105,91,223,196,162,19,19,16,493,362,299,41,19,16,39,Yes,112,1,10,0,33
University of Maryland Medical Center,Region III,Baltimore City,9/1/20,11:05:00,6,7,114,95,223,200,161,19,19,14,493,370,312,41,19,18,39,Yes,112,1,10,0,29
University of Maryland Medical Center,Region III,Baltimore City,9/2/20,11:09:00,7,9,114,95,223,201,174,19,19,14,493,378,324,41,28,25,30,Yes,112,1,10,0,31
University of Maryland Medical Center,Region III,Baltimore City,9/3/20,10:20:00,10,8,114,95,223,201,174,19,19,12,493,377,342,41,28,28,35,Yes,112,1,10,0,37
University of Maryland Medical Center,Region III,Baltimore City,9/4/20,12:07:00,11,8,108,93,223,198,175,19,19,13,493,399,334,41,27,22,41,Yes,112,1,11,0,32
University of Maryland Medical Center,Region III,Baltimore City,9/5/20,11:07:00,8,6,121,91,223,203,173,19,18,16,493,360,319,41,27,19,37,Yes,112,1,13,0,32
University of Maryland Medical Center,Region III,Baltimore City,9/6/20,10:10:00,10,7,121,96,223,203,173,19,18,17,493,355,291,41,27,16,39,Yes,112,1,12,0,30
