hospital,hospital_id,date,active_acute,active_icu,active_allbeds
University of Maryland Medical Center,h35874312,2020-09-19,6,4,10
University of Maryland Medical Center,h35874312,2020-09-20,8,4,12
University of Maryland Medical Center,h35874312,2020-09-21,5,4,9
University of Maryland Medical Center,h35874312,2020-09-22,9,3,12
University of Maryland Medical Center,h35874312,2020-09-23,8,2,10
University of Maryland Medical Center,h35874312,2020-09-24,3,4,7
University of Maryland Medical Center,h35874312,2020-09-25,2,3,5
University of Maryland Medical Center,h35874312,2020-09-26,2,4,6
University of Maryland Medical Center,h35874312,2020-09-27,4,4,8
University of Maryland Medical Center,h35874312,2020-09-28,8,4,12
University of Maryland Medical Center,h35874312,2020-09-29,7,3,10
University of Maryland Medical Center,h35874312,2020-09-30,9,1,10
University of Maryland Medical Center,h35874312,2020-10-01,8,1,9
University of Maryland Medical Center,h35874312,2020-10-02,8,1,9
University of Maryland Medical Center,h35874312,2020-10-03,5,3,8
University of Maryland Medical Center,h35874312,2020-10-04,8,3,11
University of Maryland Medical Center,h35874312,2020-10-05,8,4,12
University of Maryland Medical Center,h35874312,2020-10-06,7,4,11
University of Maryland Medical Center,h35874312,2020-10-07,4,4,8
University of Maryland Medical Center,h35874312,2020-10-08,4,3,7
University of Maryland Medical Center,h35874312,2020-10-09,6,3,9
University of Maryland Medical Center,h35874312,2020-10-10,4,4,8
University of Maryland Medical Center,h35874312,2020-10-11,5,6,11
University of Maryland Medical Center,h35874312,2020-10-12,4,7,11
University of Maryland Medical Center,h35874312,2020-10-13,5,5,10
University of Maryland Medical Center,h35874312,2020-10-14,5,4,9
University of Maryland Medical Center,h35874312,2020-10-15,4,4,8
University of Maryland Medical Center,h35874312,2020-10-16,5,4,9
University of Maryland Medical Center,h35874312,2020-10-17,4,4,8
University of Maryland Medical Center,h35874312,2020-10-18,7,6,13
University of Maryland Medical Center,h35874312,2020-10-19,9,5,14
University of Maryland Medical Center,h35874312,2020-10-20,6,7,13
University of Maryland Medical Center,h35874312,2020-10-21,8,6,14
University of Maryland Medical Center,h35874312,2020-10-22,6,7,13
University of Maryland Medical Center,h35874312,2020-10-23,5,5,10
University of Maryland Medical Center,h35874312,2020-10-24,8,4,12
University of Maryland Medical Center,h35874312,2020-10-25,9,4,13
University of Maryland Medical Center,h35874312,2020-10-26,10,4,14
University of Maryland Medical Center,h35874312,2020-10-27,11,2,13
University of Maryland Medical Center,h35874312,2020-10-28,9,4,13
University of Maryland Medical Center,h35874312,2020-10-29,7,4,11
University of Maryland Medical Center,h35874312,2020-10-30,6,4,10
University of Maryland Medical Center,h35874312,2020-10-31,5,3,8
University of Maryland Medical Center,h35874312,2020-11-01,3,4,7
University of Maryland Medical Center,h35874312,2020-11-02,5,2,7
University of Maryland Medical Center,h35874312,2020-11-03,4,2,6
University of Maryland Medical Center,h35874312,2020-11-04,7,4,11
University of Maryland Medical Center,h35874312,2020-11-05,7,6,13
University of Maryland Medical Center,h35874312,2020-11-06,8,8,16
University of Maryland Medical Center,h35874312,2020-11-07,8,8,16
University of Maryland Medical Center,h35874312,2020-11-08,16,8,24
University of Maryland Medical Center,h35874312,2020-11-09,19,7,26
University of Maryland Medical Center,h35874312,2020-11-10,15,12,27
University of Maryland Medical Center,h35874312,2020-11-11,13,10,23
University of Maryland Medical Center,h35874312,2020-11-12,14,9,23
University of Maryland Medical Center,h35874312,2020-11-13,13,9,22
University of Maryland Medical Center,h35874312,2020-11-14,12,11,23
University of Maryland Medical Center,h35874312,2020-11-15,17,10,27
University of Maryland Medical Center,h35874312,2020-11-16,14,9,23
University of Maryland Medical Center,h35874312,2020-11-17,14,9,23
University of Maryland Medical Center,h35874312,2020-11-18,15,9,24
University of Maryland Medical Center,h35874312,2020-11-19,13,10,23
University of Maryland Medical Center,h35874312,2020-11-20,14,7,21
University of Maryland Medical Center,h35874312,2020-11-21,15,6,21
University of Maryland Medical Center,h35874312,2020-11-22,13,9,22
University of Maryland Medical Center,h35874312,2020-11-23,14,12,26
University of Maryland Medical Center,h35874312,2020-11-24,14,10,24
University of Maryland Medical Center,h35874312,2020-11-25,20,11,31
University of Maryland Medical Center,h35874312,2020-11-26,19,14,33
University of Maryland Medical Center,h35874312,2020-11-27,17,16,33
University of Maryland Medical Center,h35874312,2020-11-28,18,15,33
University of Maryland Medical Center,h35874312,2020-11-29,24,13,37
University of Maryland Medical Center,h35874312,2020-11-30,22,11,33
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-03-25,2,1,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-03-26,1,1,2
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-03-27,2,1,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-03-28,3,1,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-03-29,3,1,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-03-30,4,1,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-03-31,6,1,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-01,,,
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-02,3,2,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-03,3,2,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-04,3,14,17
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-05,7,3,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-06,8,2,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-07,8,2,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-08,11,2,13
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-09,7,2,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-10,20,2,22
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-11,8,1,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-12,9,2,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-13,8,4,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-14,10,2,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-15,18,2,20
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-16,20,7,27
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-17,16,9,25
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-18,11,10,21
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-19,16,13,29
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-20,13,13,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-21,13,11,24
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-22,12,7,19
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-23,12,6,18
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-24,13,6,19
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-25,14,6,20
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-26,22,1,23
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-27,16,7,23
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-28,15,7,22
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-29,19,7,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-04-30,22,4,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-01,22,4,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-02,24,2,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-03,22,2,24
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-04,19,7,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-05,23,5,28
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-06,21,4,25
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-07,20,6,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-08,24,5,29
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-09,25,6,31
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-10,20,6,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-11,18,8,26
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-12,19,6,25
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-13,18,6,24
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-14,8,7,15
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-15,9,6,15
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-16,8,8,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-17,8,8,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-18,11,6,17
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-19,14,8,22
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-20,11,8,19
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-21,7,7,14
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-22,10,7,17
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-23,9,7,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-24,6,10,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-25,7,9,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-26,8,9,17
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-27,9,10,19
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-28,10,7,17
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-29,6,9,15
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-30,12,7,19
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-05-31,5,5,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-01,8,4,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-02,8,4,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-03,3,9,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-04,3,9,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-05,5,8,13
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-06,6,5,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-07,8,4,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-08,7,5,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-09,12,4,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-10,14,3,17
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-11,9,3,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-12,8,3,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-13,9,6,15
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-14,6,3,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-15,9,2,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-16,9,1,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-17,3,4,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-18,3,3,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-19,6,0,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-20,0,3,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-21,0,4,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-22,0,2,2
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-23,0,1,1
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-24,0,1,1
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-25,0,1,1
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-26,2,0,2
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-27,0,0,0
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-28,3,1,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-29,7,0,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-06-30,5,2,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-01,2,2,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-02,5,0,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-03,6,0,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-04,5,0,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-05,3,0,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-06,3,0,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-07,1,0,1
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-08,3,0,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-09,3,0,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-10,2,0,2
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-11,2,0,2
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-12,3,2,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-13,3,2,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-14,4,0,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-15,6,0,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-16,8,0,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-17,9,0,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-18,9,0,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-19,9,1,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-20,9,0,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-21,9,0,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-22,10,0,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-23,6,1,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-24,6,1,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-25,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-26,7,1,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-27,9,0,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-28,9,0,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-29,6,0,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-30,9,0,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-07-31,8,1,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-01,6,1,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-02,4,1,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-03,4,0,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-04,4,0,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-05,4,0,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-06,4,1,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-07,2,1,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-08,2,1,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-09,4,1,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-10,4,1,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-11,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-12,6,0,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-13,7,0,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-14,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-15,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-16,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-17,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-18,6,1,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-19,6,1,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-20,6,2,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-21,11,2,13
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-22,6,2,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-23,6,2,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-24,4,2,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-25,4,3,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-26,4,3,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-27,7,3,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-28,7,3,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-29,4,3,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-30,6,3,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-08-31,10,3,13
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-01,9,3,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-02,7,3,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-03,7,2,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-04,6,2,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-05,5,2,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-06,4,3,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-07,5,3,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-08,7,2,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-09,5,2,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-10,2,2,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-11,2,2,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-12,3,2,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-13,3,2,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-14,3,3,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-15,1,3,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-16,2,2,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-17,1,2,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-18,2,2,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-19,3,1,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-20,1,1,2
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-21,1,1,2
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-22,2,1,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-23,2,1,3
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-24,4,1,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-25,2,2,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-26,3,1,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-27,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-28,3,1,4
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-29,3,2,5
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-09-30,6,1,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-01,6,1,7
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-02,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-03,7,1,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-04,8,1,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-05,9,1,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-06,10,1,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-07,10,1,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-08,8,1,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-09,11,2,13
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-10,5,1,6
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-11,9,1,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-12,10,1,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-13,12,1,13
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-14,14,1,15
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-15,14,1,15
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-16,15,1,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-17,14,3,17
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-18,14,3,17
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-19,16,4,20
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-20,16,2,18
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-21,13,2,15
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-22,12,3,15
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-23,11,1,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-24,9,0,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-25,8,0,8
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-26,8,1,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-27,7,3,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-28,5,5,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-29,4,5,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-30,6,4,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-10-31,6,4,10
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-01,7,4,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-02,8,5,13
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-03,6,5,11
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-04,6,6,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-05,3,6,9
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-06,8,5,13
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-07,8,4,12
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-08,11,3,14
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-09,11,3,14
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-10,12,4,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-11,14,4,18
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-12,15,3,18
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-13,15,4,19
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-14,15,3,18
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-15,13,3,16
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-16,15,3,18
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-17,16,4,20
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-18,20,3,23
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-19,24,3,27
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-20,25,3,28
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-21,29,3,32
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-22,31,2,33
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-23,27,4,31
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-24,29,4,33
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-25,32,6,38
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-26,34,4,38
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-27,39,3,42
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-28,26,9,35
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-29,34,3,37
Upper Chesapeake Medical Center (UMUCH),h05131983,2020-11-30,37,5,42
Washington Adventist ACS,h39760140,2020-06-05,,,
Washington Adventist ACS,h39760140,2020-06-06,6,0,6
Washington Adventist ACS,h39760140,2020-06-07,6,0,6
Washington Adventist ACS,h39760140,2020-06-08,6,0,6
Washington Adventist ACS,h39760140,2020-06-09,11,0,11
Washington Adventist ACS,h39760140,2020-06-10,8,0,8
Washington Adventist ACS,h39760140,2020-06-11,6,0,6
Washington Adventist ACS,h39760140,2020-06-12,8,0,8
Washington Adventist ACS,h39760140,2020-06-13,9,0,9
Washington Adventist ACS,h39760140,2020-06-14,9,0,9
Washington Adventist ACS,h39760140,2020-06-15,9,0,9
Washington Adventist ACS,h39760140,2020-06-16,9,0,9
Washington Adventist ACS,h39760140,2020-06-17,7,0,7
Washington Adventist ACS,h39760140,2020-06-18,5,0,5
Washington Adventist ACS,h39760140,2020-06-19,7,0,7
Washington Adventist ACS,h39760140,2020-06-20,10,0,10
Washington Adventist ACS,h39760140,2020-06-21,10,0,10
Washington Adventist ACS,h39760140,2020-06-22,11,0,11
Washington Adventist ACS,h39760140,2020-06-23,11,0,11
Washington Adventist ACS,h39760140,2020-06-24,8,0,8
Washington Adventist ACS,h39760140,2020-06-25,7,0,7
Washington Adventist ACS,h39760140,2020-06-26,7,0,7
Washington Adventist ACS,h39760140,2020-06-27,7,0,7
Washington Adventist ACS,h39760140,2020-06-28,5,0,5
Washington Adventist ACS,h39760140,2020-06-29,6,0,6
Washington Adventist ACS,h39760140,2020-06-30,5,0,5
Washington Adventist ACS,h39760140,2020-07-01,5,0,5
Washington Adventist ACS,h39760140,2020-07-02,5,0,5
Washington Adventist ACS,h39760140,2020-07-03,7,0,7
Washington Adventist ACS,h39760140,2020-07-04,7,0,7
Washington Adventist ACS,h39760140,2020-07-05,7,0,7
Washington Adventist ACS,h39760140,2020-07-06,7,0,7
Washington Adventist ACS,h39760140,2020-07-07,7,0,7
Washington Adventist ACS,h39760140,2020-07-08,6,0,6
Washington Adventist ACS,h39760140,2020-07-09,8,0,8
Washington Adventist ACS,h39760140,2020-07-10,7,0,7
Washington Adventist ACS,h39760140,2020-07-11,8,0,8
Washington Adventist ACS,h39760140,2020-07-12,8,0,8
Washington Adventist ACS,h39760140,2020-07-13,8,0,8
Washington Adventist ACS,h39760140,2020-07-14,7,0,7
Washington Adventist ACS,h39760140,2020-07-15,6,0,6
Washington Adventist ACS,h39760140,2020-07-16,9,0,9
Washington Adventist ACS,h39760140,2020-07-17,9,0,9
Washington Adventist ACS,h39760140,2020-07-18,10,0,10
Washington Adventist ACS,h39760140,2020-07-19,11,0,11
Washington Adventist ACS,h39760140,2020-07-20,11,0,11
Washington Adventist ACS,h39760140,2020-07-21,11,0,11
Washington Adventist ACS,h39760140,2020-07-22,9,0,9
Washington Adventist ACS,h39760140,2020-07-23,9,0,9
Washington Adventist ACS,h39760140,2020-07-24,13,0,13
Washington Adventist ACS,h39760140,2020-07-25,12,0,12
Washington Adventist ACS,h39760140,2020-07-26,12,0,12
Washington Adventist ACS,h39760140,2020-07-27,9,0,9
Washington Adventist ACS,h39760140,2020-07-28,12,0,12
Washington Adventist ACS,h39760140,2020-07-29,12,0,12
Washington Adventist ACS,h39760140,2020-07-30,15,0,15
Washington Adventist ACS,h39760140,2020-07-31,16,0,16
Washington Adventist ACS,h39760140,2020-08-01,13,0,13
Washington Adventist ACS,h39760140,2020-08-02,11,0,11
Washington Adventist ACS,h39760140,2020-08-03,11,0,11
Washington Adventist ACS,h39760140,2020-08-04,9,0,9
Washington Adventist ACS,h39760140,2020-08-05,6,0,6
Washington Adventist ACS,h39760140,2020-08-06,10,0,10
Washington Adventist ACS,h39760140,2020-08-07,10,0,10
Washington Adventist ACS,h39760140,2020-08-08,8,0,8
Washington Adventist ACS,h39760140,2020-08-09,8,0,8
Washington Adventist ACS,h39760140,2020-08-10,6,0,6
Washington Adventist ACS,h39760140,2020-08-11,6,0,6
