hospital,zipcode,lat,long
Blount Memorial Hospital,37804,35.792054,-83.893165
Tennova Healthcare-Cleveland,37311,35.113133,-84.928186
Tennova Healthcare Lafollette Medical Center,37766,36.399701,-84.080824
"Jellico Medical Center, Inc",37762,36.577304,-84.12617
Saint Thomas Stones River Hospital,37190,35.816563,-86.021265
Baptist Memorial Hospital - Carroll County,38344,35.978164,-88.424138
Sycamore Shoals Hospital,37643,36.377345,-82.137118
Tristar Ashland City Medical Center,37015,36.279378,-87.075584
Claiborne Medical Center,37879,36.473313,-83.513631
Newport Medical Center,37821,35.97517,-83.195566
Tennova Healthcare-Harton,37388,35.343672,-86.221295
Cumberland Medical Center,38555,35.887881,-84.989016
Tristar Skyline Medical Center,37207,36.233774,-86.775969
Tristar Summit Medical Center,37076,36.145195,-86.576632
Tristar Centennial Medical Center,37203,36.149614,-86.790618
Vanderbilt University Medical Center,37232,36.41568569008179,-89.93698683895991
Saint Thomas Midtown Hospital,37236,36.41568569008179,-89.93698683895991
Saint Thomas West Hospital,37205,36.113195,-86.870442
Metro Nashville General Hospital,37208,36.177714,-86.808023
Tristar Southern Hills Medical Center,37211,36.067234,-86.723711
Saint Thomas Dekalb Hospital,37166,35.917978,-85.786903
Tristar Horizon Medical Center,37055,36.077159,-87.442911
West Tennessee Healthcare Dyersburg Hospital,38024,36.035542,-89.380814
Southern Tennessee Regional Hlth System Winchester,37398,35.181209,-86.138387
Milan General Hospital,38358,35.916675,-88.758664
Southern Tennessee Regional Health System Pulaski,38478,35.232881,-87.005872
Greeneville Community Hospital,37745,36.278036,-82.820587
Morristown Hamblen Hospital Association,37814,36.233317,-83.337823
"Memorial Healthcare System, Inc",37404,35.027912,-85.273662
Erlanger Health System,37403,35.048259,-85.294362
Parkridge Medical Center,37404,35.027912,-85.273662
Kindred Hospital - Chattanooga,37402,35.043722,-85.317871
Hancock County Hospital,37869,36.514755,-83.244996
Bolivar General Hospital,38008,35.246459,-88.99718
Hardin Medical Center,38372,35.143564,-88.156874
Hawkins County Memorial Hospital,37857,36.424289,-82.9414
Henderson County Community Hospital,38351,35.671109,-88.399952
Henry County Medical Center,38242,36.305579,-88.33112
Saint Thomas Hickman Hospital,37033,35.74473,-87.558144
Houston County Community Hospital,37061,36.287708,-87.635077
Three Rivers Hospital,37185,36.064255,-87.857688
Tennova Healthcare Jefferson Memorial Hospital,37760,36.108387,-83.457779
Johnson County Community Hospital,37683,36.454743,-81.822037
Tennova Healthcare North Knoxville Medical Center,37849,36.054314,-84.046043
Fort Sanders Regional Medical Center,37916,35.95273,-83.934186
East Tennessee Childrens Hospital,37916,35.95273,-83.934186
University Of Tn Medical Center (The),37920,35.908752,-83.869153
Lauderdale Community Hospital,38063,35.764057,-89.640503
Southern Tennessee Regional Health System Lawrence,38464,35.290788,-87.433736
Lincoln Medical Center,37334,35.166452,-86.580895
Fort Loudon Medical Center,37772,35.79114,-84.218553
Starr Regional Medical Center Athens,37371,36.41568569008179,-89.93698683895991
Macon Community Hospital,37083,36.535354,-86.011048
Jackson-Madison County General Hospital,38301,35.588164,-88.853395
Maury Regional Hospital,38401,35.629164,-87.021526
Sweetwater Hospital Association,37874,35.59833,-84.456484
Tennova Healthcare-Clarksville,37040,36.522633,-87.334932
Baptist Memorial Hospital Union City,38261,36.42886,-89.113506
Livingston Regional Hospital,38570,36.376276,-85.326452
Cookeville Regional Medical Center,38501,36.226045,-85.533285
Rhea Medical Center,37321,35.502103,-85.008024
Roane Medical Center,37748,35.945607,-84.516324
Northcrest Medical Center,37172,36.532412,-86.862187
Tristar Stonecrest Medical Center,37167,35.959541,-86.53159
Saint Thomas Rutherford Hospital,37129,35.932526,-86.442648
Big South Fork Medical Center,37841,36.515692,-84.570592
Leconte Medical Center,37862,35.778007,-83.612571
Rehabilitation Hospital Of Memphis,38103,35.15305,-90.054979
Methodist Hospitals Of Memphis,38104,35.132549,-90.003728
Baptist Memorial Hospital,38120,35.123633,-89.852645
Regional One Health Subacute Care,38103,35.15305,-90.054979
Regional One Health,38103,35.15305,-90.054979
Saint Francis Bartlett Medical Center,38133,35.212893,-89.794288
St Jude Childrens Research Hospital,38105,35.151419,-90.035468
Compass Intervention Center,38125,35.025913,-89.788637
Bristol Regional Medical Center,37620,36.549613,-82.09404
Holston Valley Medical Center,37662,36.41568569008179,-89.93698683895991
Indian Path Community Hospital,37660,36.52686,-82.571968
Tristar Hendersonville Medical Center,37075,36.339969,-86.607922
Sumner Regional Medical Center,37066,36.398757,-86.45554
Baptist Memorial Hospital Tipton,38019,35.562373,-89.628878
Trousdale Medical Center,37074,36.426041,-86.1529
Unicoi County  Hospital,37650,36.094488,-82.448079
Saint Thomas River Park Hospital,37110,35.64509,-85.741252
Johnson City Medical Center,37604,36.299586,-82.383193
Franklin Woods Community Hospital,37604,36.299586,-82.383193
Wayne Medical Center,38485,35.356481,-87.782136
West Tennessee Healthcare Volunteer Hospital,38237,36.358391,-88.837992
Saint Thomas Highlands Hospital,38583,35.94454,-85.442214
Williamson Medical Center,37067,35.91229,-86.780262
Vanderbilt Wilson County Hospital,37087,36.263852,-86.269244
Palestine Regional Medical Center,75801,31.734462,-95.531204
Permian Regional Medical Center Andrews County Ho,79714,32.335729,-102.697303
Woodland Heights Medical Center,75904,31.340748,-94.82623
Pam Specialty Hospital Of Lufkin,75904,31.340748,-94.82623
Chi St Lukes Health Memorial Lufkin,75901,31.301675,-94.641408
Methodist Hospital South,78026,28.821017,-98.610076
Bellville St Joseph Health Center,77418,29.987117,-96.252942
Muleshoe Area Medical Center,79347,34.17256,-102.78941
Seton Smithville Regional Hospital,78957,30.013897,-97.182124
Ascension Seton Bastrop,78602,30.12382,-97.32771
Seymour Hospital,76380,33.621147,-99.243768
Christus Spohn Hospital Beeville,78102,28.407712,-97.71062
Baylor Scott & White  Clinic - Temple,76508,31.077568,-97.364064
Adventhealth Central Texas,76542,31.011816,-97.74188
Baylor Scott & White Continuing Care Hospital,76502,31.103931,-97.41202
Seton Medical Center Harker Heights,76548,31.050856,-97.644625
Southwest General Hospital,78224,29.306228,-98.530819
Children'S Hospital Of San Antonio,78207,29.422124,-98.525978
Methodist Hospital  Stone Oak,78258,29.634097,-98.497426
Legent Orthopedic + Spine,78249,29.565311,-98.612104
Methodist Hospital Ambulatory Surgery,78240,29.52502,-98.606564
Pam Specialty Hospital Of San Antonio Medical Cen,78240,29.52502,-98.606564
Kindred Hospital- San Antonio Central,78205,29.423945,-98.48642
Christus Santa Rosa Medical Center,78229,29.501861,-98.569302
Baptist Medical Center,78205,29.423945,-98.48642
Baptist Emergency Hospital,78232,29.588638,-98.474585
Foundation Surgical Hospital Of San Antonio,78240,29.52502,-98.606564
Kindred Hospital San Antonio,78229,29.501861,-98.569302
Pam Specialty Hospital Of San Antonio,78249,29.565311,-98.612104
South Texas Spine And Surgical Hospital,78258,29.634097,-98.497426
University Health System,78229,29.501861,-98.569302
Goodall Witcher Hospital,76634,31.817062,-97.546568
Christus St Michael Health System,75503,33.511784,-94.133888
Post Acute Medical Specialty Hospital Of Texarkana,75503,33.511784,-94.133888
Wadley Regional Medical Center,75501,33.371831,-94.139813
Hca Houston Healthcare Pearland ,77584,29.545041,-95.350629
Sweeny Community Hospital,77480,29.086319,-95.766667
Brazosport Regional Health System,77566,29.052739,-95.474351
Chi St Joseph Health College Station Hospital,77842,36.41568569008179,-89.93698683895991
Caprock Hospital,77802,30.661252,-96.322614
Baylor Scott & White Medical Center- College Stati,77845,30.561385,-96.272583
Chi St Joseph Health Regional Hospital,77802,30.661252,-96.322614
"Physicians Centre,The",77802,30.661252,-96.322614
Big Bend Regional Medical Center,79830,29.802094,-103.22236
Hendrick Medical Center Brownwood ,76801,31.748303,-99.032891
Burleson St Joseph Health Center,77836,30.541565,-96.676232
Ascension Seton Highland Lakes,78611,30.801039,-98.283488
Baylor Scott & White Medical Center - Marble Falls,78654,30.581216,-98.208732
Post Acute Medical At Luling Llc,78648,29.690184,-97.633555
Ascension Seton Edgar B Davis,78648,29.690184,-97.633555
Valley Baptist Medical Center- Brownsville,78520,25.963264,-97.550453
Harlingen Medical Center,78550,26.255523,-97.667502
Valley Regional Medical Center,78526,25.989042,-97.443339
Vhs Harlingen Hospital Company Llc,78550,26.255523,-97.667502
Solara Specialty Hospitals Harlingen-Brownville,78526,25.989042,-97.443339
Ut Health East Texas Pittsburg Hospital,75686,32.965131,-94.951917
Plains Memorial Hospital,79027,34.408048,-102.419542
Bayside Community Hospital,77514,29.700296,-94.603226
Riceland Medical Center,77665,29.812999,-94.416117
Christus Mother Frances Hospital- Jacksonville,75766,31.944675,-95.256775
Ut Health East Texas Jacksonville Hospital,75766,31.944675,-95.256775
Childress Regional Medical Center,79201,34.437766,-100.280962
Clay County Memorial Hospital,76365,33.75849,-98.202251
Cochran Memorial Hospital,79346,33.648086,-102.824958
Coleman County Medical Center Company,76834,31.881335,-99.481164
Medical City Plano,75075,33.021268,-96.741558
Childrens Medical Center Plano,75024,33.075422,-96.802686
The Heart Hospital Baylor Plano,75093,33.034224,-96.811608
Our Childrens House,75002,33.089854,-96.6086
Methodist Mckinney Hospital,75070,33.171916,-96.696296
Medical City Mckinney,75069,33.179984,-96.585712
Baylor Scott &  White Medical Center - Centennial,75035,33.16313,-96.790193
Baylor Regional Medical Center At Plano,75093,33.034224,-96.811608
Texas Health Center For Diagnostics & Surgery Plan,75093,33.034224,-96.811608
Legent Hospital For Special Surgery (Fka Star Medical Center),75075,33.021268,-96.741558
Texas Health Presbyterian Hospital Plano,75093,33.034224,-96.811608
Texas Health Presbyterian Hospital Allen,75013,33.114327,-96.693964
Baylor Medical Center At Frisco,75034,33.146638,-96.855822
Baylor Scott And White  Medical Center  Mckinney,75071,33.245817,-96.63072
Collingsworth General Hospital,79095,34.90404,-100.20826
Rice Medical Center,77434,29.527955,-96.305185
Resolute Health Hospital,78130,29.693556,-98.07285
Pam Specialty Hospital Of New Braunfels,78130,29.693556,-98.07285
Comanche County Medical Center,76442,31.890896,-98.613096
Concho County Hospital,76837,31.222792,-99.896165
North Texas Medical Center,76240,33.661602,-97.176369
Muenster Memorial Hospital,76252,33.682081,-97.382855
Coryell Memorial Healthcare System,76528,31.417316,-97.755931
Crane County Hospital District,79731,31.422796,-102.487774
Crosbyton Clinic Hospital,79322,33.633175,-101.178516
Culberson Hospital,79855,31.09348,-104.624514
Coon Memorial Hospital,79022,36.098125,-102.60691
North Central Surgical Center Llp,75231,32.873485,-96.747539
Mesquite Specialty Hospital,75149,32.773369,-96.618811
Childrens Medical Ctr Of Dallas,75235,32.832614,-96.849082
Lifecare Hospitals Of North Texas ,75235,32.832614,-96.849082
Methodist Charlton Medical Center,75237,32.665617,-96.873056
Baylor Scott And White Medical Center Lake Pointe,75088,32.897841,-96.55037
Dallas Medical Center,75234,32.923189,-96.891721
Dallas Regional Medical Center,75149,32.773369,-96.618811
Texas Institute For Surgery At Presbyterian Hospit,75231,32.873485,-96.747539
Kpc Promise Hospital Of Dallas,75235,32.832614,-96.849082
Dallas Ltach Llc,75231,32.873485,-96.747539
Baylor Scott And White Medical Center Sunnyvale,75182,32.800521,-96.547575
Methodist Dallas Medical Center,75203,32.746823,-96.802681
City Hospital At  White Rock,75218,32.841987,-96.702574
Sagecrest Hospital  Carrollton,75006,32.962141,-96.898585
Medical City Las Colinas,75039,32.885612,-96.942661
Baylor Scott And White Surgical Hospital Las Colin,75063,32.92043,-96.986323
Parkland Health And Hospital System,75235,32.832614,-96.849082
Baylor University Medical Center,75246,32.792496,-96.772763
Ut Southwestern University Hospital,75390,32.814164,-96.84065
Texas Health Presbyterian Hospital  Dallas,75231,32.873485,-96.747539
Methodist Hospital For Surgery,75001,32.960047,-96.838522
Methodist Richardson Medical Center,75082,32.991557,-96.663063
Crescent Medical Center Lancaster,75146,32.564518,-96.752223
Medical City Dallas,75230,32.902679,-96.793393
Texas Scottish Rite Hospital For Children,75219,32.811813,-96.812898
Baylor Scott And White Heart And Vascular Hospital,75226,32.782826,-96.776443
Vibra Specialty Hospital,75115,32.599427,-96.864075
Baylor Medical Center At Irving,75061,32.825907,-96.966915
Medical Arts Hospital,79331,32.695214,-102.00957
Hereford Regional Medical Center,79045,34.914806,-102.554528
Carrollton Regional Medical Center,75010,33.050164,-96.87454
Horizon Medical Center Of Denton,76208,33.20863,-97.055409
Texas Health Presbyterian Hospital Flower Mound,75028,33.03271,-97.06007
Baylor Medical Center At Trophy Club,76262,33.009335,-97.22672
The Heart Hospital Baylor Denton,76208,33.20863,-97.055409
Baylor Scott And White Emergency Hospital Aubrey,76227,33.273603,-96.990042
Texas Health Presbyterian Hospital Denton,76201,33.220974,-97.146038
Medical City Lewisville,75057,33.050725,-96.974623
Mayhill Hospital,76208,33.20863,-97.055409
Select Specialty Hospital-Dallas,75010,33.050164,-96.87454
Texas Health Hospital Frisco,75033,36.41568569008179,-89.93698683895991
Medical City Denton,76210,33.149467,-97.096016
Cuero Regional Hospital,77954,29.097035,-97.282413
Yoakum Community Hospital,77995,29.202324,-97.076306
Dimmit Regional Hospital,78834,28.454034,-99.917847
Eastland Memorial Hospital,76448,32.398455,-98.797824
Medical Center Hospital,79761,31.855051,-102.350647
Continuecare Hospital At Medical Center Odessa,79761,31.855051,-102.350647
Odessa Regional Medical Center,79761,31.855051,-102.350647
Baylor Scott & White Medical Center- Waxahachie,75165,32.372201,-96.784944
Ennis Regional Medical Center,75119,32.325881,-96.588238
The Hospitals Of Providence Memorial Campus,79902,31.783715,-106.498544
Foundation Surgical Hospital Of El Paso,79936,31.776593,-106.296976
The Hospitals Of Providence Horizon City Campus,79928,31.631426,-106.160065
Sierra Medical Center,79902,31.783715,-106.498544
Kindred Hosptial El Paso,79902,31.783715,-106.498544
El Paso Children'S Hospital,79905,31.766054,-106.426202
The Hospitals Of Providence East Campus,79938,31.829712,-105.971362
Mesa Hills Specialty Hospital,79902,31.783715,-106.498544
Las Palmas Medical Center,79902,31.783715,-106.498544
University Medical Center Of El Paso,79905,31.766054,-106.426202
The Hospitals Of Providence Transmountain Campus,79911,31.892466,-106.542596
Texas Health Harris Methodist Hospital Stephenvill,76401,32.282235,-98.196717
Falls Community Hospital And Clinic,76661,31.318386,-96.846019
Tmc- Bonham Hospital,75418,33.571922,-96.170962
St Marks Medical Center,78945,29.912267,-96.889573
Fisher County Hospital District,79546,32.891818,-100.498206
W J Mangold Memorial Hospital,79241,34.179633,-101.387813
Oakbend Medical Center,77469,29.482678,-95.680186
Kindred Hospital Sugar Land,77479,29.566996,-95.636016
St Luke'S Sugar Land Hospital,77478,29.620312,-95.605693
Houston Methodist Sugarland Hospital,77479,29.566996,-95.636016
Sugar Land Surgical Hospital Llp,77479,29.566996,-95.636016
Memorial Hermann Sugar Land Hospital,77479,29.566996,-95.636016
Freestone Medical Center,75840,31.782559,-96.093621
Frio Regional Hospital,78061,28.888446,-99.141465
University Of Texas Medical Branch,77555,36.41568569008179,-89.93698683895991
Hill Country Memorial Hospital Inc,78624,30.280938,-98.876683
Pampa Regional Medical Center,79065,35.541234,-100.906572
Baylor Scott And White Surgical Hospital At Sherma,75090,33.604131,-96.550405
Texoma Medical Center,75020,33.770785,-96.604061
Wilson N Jones Regional Medical Center,75091,36.41568569008179,-89.93698683895991
Carrus Specialty Hospital,75092,33.652101,-96.700254
Longview Regional Medical Center,75605,32.582243,-94.725529
Select Speciality Hospital Of Longview,75601,32.50856,-94.724049
Christus Good Shepherd Medical Center,75601,32.50856,-94.724049
Grimes St Joseph Health Center,77868,30.365776,-96.04642
Guadalupe Regional Medical Center,78155,29.542743,-97.937075
Covenant Hospital Plainview,79072,34.169757,-101.73385
Hamilton General Hospital,76531,31.686814,-98.187029
Hansford County Hospital,79081,36.24162,-101.218409
Hardeman County Memorial Hospital,79252,34.304335,-99.818916
Altus Lumberton Hospital,77657,30.227897,-94.197036
Houston Methodist St John Hospital,77058,29.561579,-95.099626
Kindred Hospital,77065,29.926473,-95.60379
Hca Houston Healthcare Kingwood,77325,36.41568569008179,-89.93698683895991
Cornerstone Specialty Hospitals Houston Medical Ce,77004,29.724893,-95.363752
Texas Childrens Hosp,77030,29.706787,-95.401748
Houston Physicians' Hospital,77598,29.539422,-95.134995
"Altus Houston Hospital, Lp",77072,29.699688,-95.584817
Hca Houston Healthcare West,77082,29.72449,-95.640002
Memorial Hermann Northeast Hospital,77338,30.017301,-95.286217
Hca Houston Healthcare Clear Lake,77598,29.539422,-95.134995
Harris Health System,77054,29.68025,-95.404913
Memorial Hermann Memorial City Medical Center,77024,29.772179,-95.514203
Memorial Hermann Texas Medical Center,77030,29.706787,-95.401748
Houston Methodist Willowbrook Hospital,77070,29.979648,-95.572877
Houston Surgery Center,77055,29.796871,-95.49165
Chi St Luke'S Health Baylor College Of Medicine Me,77030,29.706787,-95.401748
Memorial Hermann Surgical Hospital Kingwood,77339,30.046777,-95.221022
St Luke'S Patients Medical Center,77505,29.645646,-95.140307
Houston Methodist Baytown Hospital,77521,29.802461,-94.970322
Texas Orthopedic Hospital,77030,29.706787,-95.401748
Hca Houston Healthcare Northwest,77090,30.00824,-95.438996
Hca Houston Healthcare Southeast,77504,29.647916,-95.18978
Altus Baytown Hospital,77521,29.802461,-94.970322
Hca Houston Healthcare Tomball,77375,30.094886,-95.58583
Tops Surgical Specialty Hospital,77090,30.00824,-95.438996
"Ad Hospital East, Llc",77015,29.76393,-95.173121
Surgery Specialty Hospitals Of America Se Houston,77504,29.647916,-95.18978
Memorial Hermann Katy Hospital,77494,29.740677,-95.829652
Kindred Hospital Houston Medical Center,77030,29.706787,-95.401748
Houston Methodist Continuing Care Hospital,77450,29.745247,-95.741783
Se Texas Er & Hospital,77338,30.017301,-95.286217
Healthbridge Childrens'S Hospital Of Houston,77082,29.72449,-95.640002
St Luke'S Hospital At The Vintage,77070,29.979648,-95.572877
First Texas Hospital,77070,29.979648,-95.572877
North Houston Surgical Hospital Llc,77379,30.040876,-95.528914
"Womans Hospital Of Texas,The",77054,29.68025,-95.404913
Cornerstone Specialty Hospitals Clear Lake,77598,29.539422,-95.134995
Kindred Hospital Clear Lake,77598,29.539422,-95.134995
"University Of Texas M D Anderson Cancer Center,The",77030,29.706787,-95.401748
Park Plaza Hospital,77004,29.724893,-95.363752
Memorial Hermann Hospital System,77008,29.798249,-95.416933
Houston Methodist Hospital,77030,29.706787,-95.401748
Houston Methodist West Hospital,77094,29.769285,-95.681292
Haskell Memorial Hospital,79521,33.122685,-99.650389
Baylor Scott & White Medical Center � Buda,78610,30.078514,-97.838012
Christus Santa Rosa Hospital-San Marcos,78666,29.880162,-97.966164
Ascension  Seton Hays,78640,29.999103,-97.828207
Hemphill County Hospital,79014,35.908257,-100.285338
Ut Health East Texas Athens Hospital,75751,32.094348,-95.906047
Knapp Medical Center,78596,26.158622,-97.989155
Mission Regional Medical Center,78572,26.229223,-98.37545
Solara Specialty Hospital Mcallen,78503,26.162332,-98.248702
South Texas Health System Behavioral,78539,26.280689,-98.183295
Doctors Hospital At Renaissance,78539,26.280689,-98.183295
Rio Grande Regional Hospital,78503,26.162332,-98.248702
Cornerstone Regional Hospital,78539,26.280689,-98.183295
Hill Regional Hospital,76645,32.022461,-97.133361
Covenant Hospital Levelland,79336,33.603903,-102.398414
Lake Granbury Medical Center,76048,32.421697,-97.811051
Christus Mother Frances Hospital Sulphur Springs,75482,33.167979,-95.608219
Crockett Medical Center,75835,31.284891,-95.490625
"Scenic Mountain Medical Center, A Steward Family H",79720,32.253541,-101.47264
Hunt Regional Medical Center,75401,33.189002,-96.108829
Golden Plains Community Hospital,79007,35.706836,-101.398799
Faith Community Hospital,76458,33.219589,-98.188154
Jackson Healthcare Center,77957,29.042415,-96.689715
Christus Jasper Memorial Hospital,75951,30.934425,-94.059578
Mid-Jefferson Extended Care Hospital,77627,29.986791,-94.009416
Christus Southeast Texas- St Elizabeth,77702,30.086269,-94.128303
Baptist Beaumont Hospital,77701,30.073053,-94.105486
Christus Dubuis Hospital Of Beaumont,77702,30.086269,-94.128303
The Medical Center Of Southeast Texas,77640,29.881613,-93.940858
Christus Spohn Hospital Alice,78332,27.72486,-98.134831
Texas Health Harris Methodist Hospital Cleburne,76033,32.275189,-97.511185
Texas Health Huguley Hospital Fort Worth South,76028,32.532677,-97.306547
Baylor Scott And White Emergency Hospital Burleson,76028,32.532677,-97.306547
Anson General Hospital,79501,32.747863,-99.905394
Otto Kaiser Memorial Hospital,78119,28.733411,-97.894958
Texas Health Presbyterian Hospital Kaufman,75142,32.568163,-96.250214
Va Hosp,78028,30.036565,-99.163069
Peterson Regional Medical Center,78028,30.036565,-99.163069
Kimble Hospital,76849,30.472352,-99.821506
Christus Spohn Hospital Kleberg,78363,27.444204,-97.865597
Paris Regional Medical Center,75460,33.65554,-95.60504
Lamb Healthcare Center,79339,33.889082,-102.337301
Adventhealth Rollins Brook,76550,31.102393,-98.259362
Lavaca Medical Center,77964,29.378839,-96.834601
Liberty Dayton Regional Medical Center,77575,30.075658,-94.733441
Parkview Regional Hospital,76667,31.651982,-96.468387
Limestone Medical Center,76642,31.503056,-96.520013
Baylor Scott & White Medical Center - Llano,78643,30.688543,-98.689889
Covenant High Plains Surgery Center,79410,33.570071,-101.891011
Lubbock Heart Hospital Lp,79416,33.600031,-101.982853
Covenant Specialty Hospital,79410,33.570071,-101.891011
Covenant Childrens Hospital,79410,33.570071,-101.891011
Grace Medical Center,79412,33.546383,-101.856516
Lynn County Hospital District,79373,33.182577,-101.827198
Heart Of Texas Memorial Hospital,76825,31.105959,-99.394226
Baylor Scott & White Medical Center Hillcrest,76712,31.526544,-97.261231
Providence Health Center,76712,31.526544,-97.261231
Madison St Joseph Health Center,77864,30.953672,-95.905344
Martin County Hospital District,79782,32.149838,-101.826743
Matagorda Regional Medical Center,77414,28.908185,-95.868152
Palacios Community Medical Center,77465,28.763461,-96.2304
Fort Duncan Medical Center,78852,28.729787,-100.316678
Medina Regional Hospital,78861,29.430007,-99.149034
Midland Memorial Hospital,79701,31.992384,-102.081464
Mitchell County Hospital District,79512,32.304117,-100.924392
Nocona General Hospital,76255,33.82471,-97.739095
Nexus Specialty Hospital The Woodlands,77380,30.136972,-95.46836
Aspire Hospital,77304,30.32776,-95.516045
Hca Houston Healthcare Conroe,77304,30.32776,-95.516045
St Lukes Lakeside Hospital,77384,30.233845,-95.495681
Houston Methodist The Woodlands Hospital,77385,30.186277,-95.410662
The Woodlands Specialty Hospital,77386,30.100255,-95.356479
St Luke'S The Woodlands Hospital,77384,30.233845,-95.495681
Cornerstone Hospital Conroe,77304,30.32776,-95.516045
Nacogdoches Medical Center,75965,31.723324,-94.628592
Nacogdoches County Hospital District,75961,31.558362,-94.504771
Navarro Regional Hospital,75110,32.084915,-96.528172
Rolling Plains Memorial Hospital,79556,32.458787,-100.357939
"Corpus Christi Medical Center,The",78414,27.662537,-97.371357
Post Acute Medical Specialty Hospital Corpus Ch,78401,27.797802,-97.399067
Christus Spohn Hospital Corpus Christi,78404,27.768022,-97.399136
Driscoll Childrens Hospital,78411,27.729894,-97.385247
South Texas Surgical Hospital,78414,27.662537,-97.371357
Ochiltree General Hospital,79070,36.269876,-100.794038
Palo Pinto General Hospital,76067,32.799602,-98.126806
Ut Health East Texas Carthage Hospital,75633,32.138496,-94.274156
Medical City Weatherford,76086,32.754964,-97.791085
Parmer County Community Hospital,79035,34.690472,-102.784877
Pecos County Memorial Hospital,79735,30.747459,-102.790792
Iraan General Hospital,79744,30.922006,-101.970261
Chi St Lukes Health Memorial Livingston,77351,30.717792,-94.817231
Vibra Hospital Of Amarillo,79120,36.41568569008179,-89.93698683895991
Quail Creek Surgical Hospital,79124,35.26692,-101.958417
Baptist St Anthony'S Hospital,79106,35.203066,-101.895003
Northwest Texas Hospital,79106,35.203066,-101.895003
Reagan Memorial Hospital,76932,31.268726,-101.542078
Reeves County Hospital District,79772,31.422363,-103.627309
Refugio County Memorial Hospital,78377,28.35036,-97.156332
Texas Health Presbyterian Hospital Rockwall,75032,32.857112,-96.43121
North Runnels Hospital,79567,31.972434,-99.950294
Ballinger Memorial Hospital,76821,31.738576,-99.934162
Ut Health East Texas Henderson Hospital,75652,32.239409,-94.728328
Sabine County Hospital,75948,31.307588,-93.784102
Chi St Lukes Health Memorial San Augustine,75972,31.483597,-94.131501
Schleicher County Medical Center,76936,30.883194,-100.595683
Cogdell Memorial Hospital,79549,32.887589,-100.841389
Tyler Continuecare Hospital (At Mother Frances),75701,32.321937,-95.302223
Ut Health East Texas Tyler Regional Hospital,75701,32.321937,-95.302223
Christus Mother Frances Hospital,75701,32.321937,-95.302223
Ut Health East Texas Specialty Hospital,75701,32.321937,-95.302223
University Of Texas Health Science Center At Tyler,75708,32.418412,-95.21307
Baylor Scott & White Texas Spine & Joint Hospital,75701,32.321937,-95.302223
Glen Rose Medical Center,76043,32.208483,-97.795247
Starr County Memorial Hospital,78582,26.530903,-98.740235
Stonewall Memorial Hospital,79502,33.183064,-100.245133
Lillian M Hudspeth Memorial Hospital,76950,30.441414,-100.56062
Swisher Memorial Hospital,79088,34.580896,-101.697218
Methodist Southlake Hospital,76092,32.959875,-97.148437
Baylor Scott And White Surgical Hospital Fortworth,76110,32.707831,-97.338265
Baylor Scott And White Orthopedic And Spine Hospi,76015,32.692186,-97.133304
Baylor Scott & White Medical Center  Grapevine,76051,32.925765,-97.071545
Baylor Scott And White All Saints Medical Center,76104,32.728688,-97.317801
Texas Health Harris Methodist Hospital Azle,76020,32.900196,-97.561179
Texas Health Harris Methodist Hospital Alliance,76244,32.928037,-97.283914
Texas Health Harris Methodist Hospital Southwest F,76132,32.667539,-97.416806
Texas Health Harris Methodist Hospital Southlake,76092,32.959875,-97.148437
Methodist Mansfield Medical Center,76063,32.57074,-97.144837
Usmd Hospital At Arlington L P,76017,32.662513,-97.164024
Texas Health Specialty Hospital Fort Worth,76104,32.728688,-97.317801
Wise Health System,76177,32.975361,-97.310486
Cook Childrens Medical Center,76104,32.728688,-97.317801
Texas Health Heart & Vascular Hospital Arlington,76012,32.75513,-97.139242
Texas Health Harris Methodist Fort Worth,76104,32.728688,-97.317801
Texas Health Heb,76022,32.830657,-97.145158
Medical City Arlington,76015,32.692186,-97.133304
Medical City North Hills,76180,32.840011,-97.225295
Jps Health Network,76104,32.728688,-97.317801
Texas Health Arlington Memorial Hospital,76012,32.75513,-97.139242
Medical City Fort Worth,76104,32.728688,-97.317801
Kindred Hospital Fort Worth- Mansfield,76063,32.57074,-97.144837
Saint Camillus Medical Center,76054,32.85941,-97.178636
Kindred Hospital-Tarrant County,76011,32.754272,-97.083196
Medical City Alliance,76177,32.975361,-97.310486
Abilene Regional Medical Center,79606,32.362783,-99.817314
Hendrick Medical Center,79601,32.576489,-99.665323
Continuecare Hospital At Hendrick Medical Center,79601,32.576489,-99.665323
Brownfield Regional Medical Center,79316,33.137907,-102.326183
Throckmorton County Memorial Hospital,76483,33.195202,-99.268024
Titus Regional Medical Center,75455,33.21622,-94.979111
Shannon West Texas Memorial Hospital,76903,31.484819,-100.43787
St David'S Medical Center,78705,30.294333,-97.738517
Ascension Seton Northwest,78759,30.402665,-97.761062
Cornerstone Specialty Hospitals Austin,78756,30.32223,-97.740167
Baylor Scott & White Medical Center � Pflugerville,78660,30.43963,-97.594687
Dell Seton  Med Center At The University Of Tx,78701,30.270569,-97.742589
Ascension Seton Medical Center Austin,78705,30.294333,-97.738517
St David'S South Austin Medical Center,78704,30.243032,-97.765081
The Hospital At Westlake Medical Center,78746,30.296865,-97.809578
Arise Austin Medical Center,78746,30.296865,-97.809578
Texas Neuro Rehabilitation Center,78745,30.206851,-97.797384
Dell Children'S Medical Center Of Central Texas,78723,30.304274,-97.685715
Baylor Scott & White Medical Center- Austin,78735,30.268138,-97.86919
