hospital,hhsname,hospital_id,lat,long,total_beds,total_occupancy,total_load,icu_beds,icu_occupancy,icu_load
Thedacare Medical Center – Berlin Inc.,THEDACARE MEDICAL CENTER - BERLIN INC,521355,43.9784864,-88.94116199999999,17.9,15.1,0.8435754189944135,5.7,5.6,0.9824561403508771
Thedacare Medical Center – Shawano Inc.,THEDACARE MEDICAL CENTER - SHAWANO INC,521346,44.761313,-88.566679,21.4,18.1,0.8457943925233646,0.0,0.0,0.0
Thedacare Medical Center – Waupaca Inc.,THEDACARE MEDICAL CENTER - WAUPACA INC,521334,44.3453499,-89.07582310000001,19.9,14.4,0.7236180904522613,4.0,4.0,1.0
Thedacare Medical Center – Wild Rose Inc.,THEDACARE MEDICAL CENTER - WILD ROSE INC,521303,44.1835521,-89.24605869999999,4.9,4.3,0.8775510204081631,0.0,0.0,0.0
Thedacare Medical Center New London,THEDACARE MEDICAL CENTER NEW LONDON,521326,44.38092899999999,-88.7339124,14.4,12.3,0.8541666666666667,0.0,0.0,0.0
Thedacare Regional Medical Center – Appleton Inc.,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,520160,44.2786304,-88.3936062,120.3,99.9,0.830423940149626,10.1,9.1,0.900990099009901
Thedacare Regional Medical Center – Neenah Inc.,THEDACARE REGIONAL MEDICAL CENTER - NEENAH INC,520045,44.187021,-88.4537599,135.1,113.0,0.8364174685418209,10.6,10.1,0.9528301886792453
Thibodaux Regional Medical Center,THIBODAUX REGIONAL MEDICAL CENTER,190004,29.7810535,-90.80559269999999,135.0,112.4,0.8325925925925927,31.3,25.3,0.8083067092651757
Thomas H. Boyd Memorial Hospital,THOMAS H BOYD MEMORIAL HOSPITAL,141300,39.2963983,-90.4127293,12.0,4.7,0.39166666666666666,0.0,0.0,0.0
Thomas Hospital,THOMAS HOSPITAL,010100,30.5187163,-87.8890868,186.0,172.0,0.9247311827956989,17.0,18.9,1.1117647058823528
Thomas Jefferson University Hospital,THOMAS JEFFERSON UNIVERSITY HOSPITAL,390174,39.9498567,-75.1583793,896.0,822.0,0.9174107142857143,151.0,130.6,0.8649006622516556
Thomas Memorial Hospital,THOMAS MEMORIAL HOSPITAL,510029,38.35370959999999,-81.72605,131.4,125.7,0.95662100456621,6.7,6.4,0.9552238805970149
Thomasville Regional Medical Center,THOMASVILLE REGIONAL MEDICAL CENTER,010174,31.8761846,-87.745143,35.6,8.4,0.23595505617977527,0.0,0.0,0.0
Thorek Memorial Hospital,THOREK MEMORIAL HOSPITAL,140115,41.9548115,-87.65207149999999,156.0,50.1,0.3211538461538462,10.0,0.0,0.0
Three Rivers Health,THREE RIVERS HEALTH,230015,41.9352768,-85.6479257,23.0,15.0,0.6521739130434783,0.0,0.0,0.0
Three Rivers Hospital,THREE RIVERS HOSPITAL,441303,36.0762301,-87.79262589999999,20.0,9.0,0.45,0.0,0.0,0.0
Three Rivers Hospital,THREE RIVERS HOSPITAL,501324,48.1063117,-119.7826743,6.0,5.4,0.9,0.0,0.0,0.0
Three Rivers Medical Center,THREE RIVERS MEDICAL CENTER,180128,38.0844261,-82.598897,31.1,22.3,0.7170418006430868,5.4,5.4,1.0
Throckmorton County Memorial Hospital,THROCKMORTON COUNTY MEMORIAL HOSPITAL,451339,33.1898758,-99.17653779999999,17.3,6.0,0.3468208092485549,0.0,0.0,0.0
Nanticoke Memorial Hospital,"TIDALHEALTH NANTICOKE, INC.",080006,38.6418487,-75.60389529999999,84.0,65.0,0.7738095238095238,9.0,5.4,0.6000000000000001
"TidalHealth Peninsula Regional, Inc.","TIDALHEALTH PENINSULA REGIONAL, INC",210019,38.362468,-75.598013,325.0,257.7,0.7929230769230768,68.0,33.4,0.49117647058823527
Tidelands Health,TIDELANDS HEALTH,420020,33.3798134,-79.28475329999999,75.0,67.3,0.8973333333333333,12.9,12.7,0.9844961240310077
Tidelands Waccamaw Community Hospital,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,420098,33.5605554,-79.0430531,116.4,116.4,1.0,17.4,16.1,0.9252873563218392
Tift Regional Medical Center,TIFT REGIONAL MEDICAL CENTER,110095,31.4714885,-83.49152409999999,173.7,153.8,0.885434657455383,20.0,17.7,0.885
Timpanogos Regional Hospital,TIMPANOGOS REGIONAL HOSPITAL,460052,40.312862,-111.7128596,108.0,47.7,0.4416666666666667,18.0,5.9,0.3277777777777778
Tioga Medical Center,TIOGA MEDICAL CENTER,351300,48.403004,-102.9350655,10.0,4.5,0.45,0.0,0.0,0.0
Tippah County Hospital,TIPPAH COUNTY HOSPITAL,251337,34.7394494,-88.950439,20.0,13.9,0.6950000000000001,0.0,0.0,0.0
Tishomingo Health Services,TISHOMINGO HEALTH SERVICES INC,250002,34.8018523,-88.20853009999999,19.4,12.6,0.6494845360824743,0.0,0.0,0.0
Titus Regional Medical Center,TITUS REGIONAL MEDICAL CENTER,450080,33.17568870000001,-94.9715384,50.4,39.1,0.7757936507936508,6.6,5.3,0.8030303030303031
Titusville Hospital,TITUSVILLE HOSPITAL,391314,41.633664,-79.6798539,24.4,13.3,0.5450819672131149,4.0,4.0,1.0
TMC – Bonham Hospital,TMC- BONHAM HOSPITAL,451370,33.5782195,-96.16670169999999,17.4,10.9,0.6264367816091955,0.0,0.0,0.0
The Toledo Hospital,TOLEDO HOSPITAL THE,360068,41.6730403,-83.5949906,504.9,475.3,0.9413745296098238,100.3,88.3,0.8803589232303091
Tomah Memorial Hospital,TOMAH MEMORIAL HOSPITAL,521320,43.9585209,-90.5124608,25.0,10.6,0.424,0.0,0.0,0.0
Tops Surgical Specialty Hospital,TOPS SURGICAL SPECIALTY HOSPITAL,450774,30.0186557,-95.4440078,36.7,23.6,0.6430517711171662,0.0,0.0,0.0
Torrance Memorial Medical Center,TORRANCE MEMORIAL MEDICAL CENTER,050351,33.8118946,-118.3435467,343.3,318.9,0.9289251383629478,48.0,38.4,0.7999999999999999
Touchette Regional Hospital,TOUCHETTE REGIONAL HOSPITAL INC,140077,38.5706807,-90.1078337,30.0,5.7,0.19,6.0,0.0,0.0
Touro Infirmary,TOURO INFIRMARY,190046,29.9257745,-90.0923462,162.6,150.9,0.9280442804428045,21.1,17.1,0.8104265402843602
Towner County Medical Center,TOWNER COUNTY MEDICAL CENTER,351331,48.4931522,-99.21104299999999,4.3,4.3,1.0,0.0,0.0,0.0
Trace Regional Hospital and Swing Bed,TRACE REGIONAL HOSPITAL AND SWING BED,250017,33.8941928,-88.9853661,31.0,14.6,0.47096774193548385,0.0,0.0,0.0
"Transylvania Regional Hospital, Inc.","TRANSYLVANIA REGIONAL HOSPITAL, INC",341319,35.2560789,-82.7118587,37.0,20.4,0.5513513513513513,6.0,5.0,0.8333333333333334
Trego County Lemke Memorial Hospital,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,171355,39.0277552,-99.8710117,29.0,9.4,0.3241379310344828,0.0,0.0,0.0
Tri-County Hospital,TRI COUNTY HOSPITAL,241354,46.4452526,-95.13402529999999,15.6,10.3,0.6602564102564104,0.0,0.0,0.0
Tri Valley Health System,TRI VALLEY HEALTH SYSTEM,281348,40.2806181,-100.1803557,20.0,9.1,0.45499999999999996,0.0,0.0,0.0
Tri-City Medical Center,TRI-CITY MEDICAL CENTER,050128,33.1856484,-117.2904359,294.4,191.7,0.6511548913043478,36.7,24.1,0.6566757493188011
Tri-State Memorial Hospital,TRI-STATE MEMORIAL HOSPITAL,501332,46.4027069,-117.0553969,20.7,19.3,0.9323671497584541,4.0,4.0,1.0
Trident Medical Center,TRIDENT MEDICAL CENTER,420079,32.9767174,-80.0734331,386.7,353.0,0.9128523403154901,44.7,44.3,0.9910514541387023
Trigg County Hospital,TRIGG COUNTY HOSPITAL,181304,36.866313,-87.8218534,21.6,6.4,0.2962962962962963,0.0,0.0,0.0
TriHealth Evendale Hospital,TRIHEALTH EVENDALE HOSPITAL,360362,39.2515605,-84.4205528,0.0,0.0,0.0,0.0,0.0,0.0
Trinitas Regional Medical Center,TRINITAS REGIONAL MEDICAL CENTER,310027,40.6597882,-74.2144127,203.6,112.6,0.5530451866404715,30.0,16.1,0.5366666666666667
Trinity Bettendorf,TRINITY BETTENDORF,160104,41.5660801,-90.5198013,77.0,41.4,0.5376623376623376,8.0,5.3,0.6625
Trinity Hospital,TRINITY HOSPITAL,051315,40.7380728,-122.9395503,25.0,9.7,0.38799999999999996,0.0,0.0,0.0
Trinity Hospital,TRINITY HOSPITAL,271341,48.1012529,-105.6418116,22.0,4.9,0.22272727272727275,0.0,0.0,0.0
Trinity Hospitals,TRINITY HOSPITALS,350006,48.2323592,-101.2880618,82.1,76.4,0.9305724725943972,12.0,11.3,0.9416666666666668
Riverland Medical Center,TRINITY MEDICAL,191318,31.6469583,-91.55484179999999,59.0,25.3,0.4288135593220339,4.0,0.0,0.0
Trinity Medical Center East &Trinity Medical Center West,TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,360211,40.354648,-80.625407,85.7,83.0,0.9684947491248541,20.0,18.9,0.945
Trinity Muscatine,TRINITY MUSCATINE,160013,41.4332299,-91.0544985,14.0,11.0,0.7857142857142857,4.3,4.3,1.0
Trinity Regional Medical Center,TRINITY REGIONAL MEDICAL CENTER,160016,42.4924492,-94.19338049999999,50.3,42.1,0.8369781312127237,10.0,7.7,0.77
Trinity Rock Island,TRINITY ROCK ISLAND,140280,41.482919,-90.5701394,235.0,169.3,0.7204255319148937,21.0,19.6,0.9333333333333333
Trios,TRIOS,500053,46.199093,-119.119327,70.9,55.3,0.779971791255289,14.3,13.0,0.9090909090909091
Tristar Ashland City Medical Center,TRISTAR ASHLAND CITY MEDICAL CENTER,441311,36.2771154,-87.06562629999999,12.0,0.0,0.0,0.0,0.0,0.0
Tristar Centennial Medical Center,TRISTAR CENTENNIAL MEDICAL CENTER,440161,36.1535848,-86.8068981,681.0,460.0,0.6754772393538914,96.0,68.1,0.709375
Tristar Greenview Regional Hospital,TRISTAR GREENVIEW REGIONAL HOSPITAL,180124,36.9648425,-86.43678799999999,83.1,73.7,0.8868832731648617,10.7,9.7,0.9065420560747663
Tristar Hendersonville Medical Center,TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,36.3253862,-86.6224268,184.0,99.7,0.5418478260869566,28.0,16.0,0.5714285714285714
Tristar Horizon Medical Center,TRISTAR HORIZON MEDICAL CENTER,440046,36.0728746,-87.3752902,148.0,144.6,0.977027027027027,12.0,11.6,0.9666666666666667
Tristar Skyline Medical Center,TRISTAR SKYLINE MEDICAL CENTER,440006,36.2437005,-86.7562525,634.9,302.9,0.4770830051976689,159.0,51.4,0.3232704402515723
Tristar Southern Hills Medical Center,TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,36.0764122,-86.72150909999999,181.0,86.1,0.4756906077348066,30.0,17.7,0.59
Tristar Stonecrest Medical Center,TRISTAR STONECREST MEDICAL CENTER,440227,35.9757634,-86.5646778,198.0,87.3,0.4409090909090909,51.0,16.0,0.3137254901960784
Tristar Summit Medical Center,TRISTAR SUMMIT MEDICAL CENTER,440150,36.17638960000001,-86.6081411,232.0,213.0,0.9181034482758621,28.0,21.9,0.7821428571428571
T.R.M.C. of Orangeburg & Calhoun,TRMC OF ORANGEBURG & CALHOUN,420068,33.5393809,-80.8315508,161.0,121.4,0.7540372670807454,19.0,8.9,0.46842105263157896
Trousdale Medical Center,TROUSDALE MEDICAL CENTER,441301,36.3877718,-86.1681024,11.0,5.1,0.4636363636363636,0.0,0.0,0.0
Troy Community Hospital,TROY COMMUNITY HOSPITAL,391305,41.7935977,-76.79436150000001,36.0,22.4,0.6222222222222222,0.0,0.0,0.0
Troy Regional Medical Center,TROY REGIONAL MEDICAL CENTER,010126,31.7850747,-85.9604299,51.0,35.7,0.7000000000000001,9.0,6.7,0.7444444444444445
Trumbull Regional Medical Center,TRUMBULL REGIONAL MEDICAL CENTER,360055,41.2358341,-80.7983802,212.0,121.0,0.5707547169811321,30.0,22.4,0.7466666666666666
Tuality Community Hospital,TUALITY COMMUNITY HOSPITAL,380021,45.5195909,-122.9782249,115.0,94.4,0.8208695652173914,5.4,4.9,0.9074074074074074
Tucson Medical Center,TUCSON MEDICAL CENTER,030006,32.2524018,-110.8782029,392.6,381.6,0.9719816607233825,41.3,36.1,0.8740920096852302
Tufts Medical Center,TUFTS MEDICAL CENTER,220116,42.350389,-71.0637442,333.0,262.3,0.7876876876876877,75.0,52.9,0.7053333333333334
Tug Valley A.R.H. Regional Medical Center,TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,37.6769029,-82.29668319999999,43.7,37.4,0.8558352402745995,5.9,5.6,0.9491525423728813
Tulane Medical Center,TULANE MEDICAL CENTER,190176,29.9557828,-90.0762827,203.4,187.6,0.9223205506391347,45.6,45.6,1.0
Tulsa Spine & Specialty Hospital,TULSA SPINE & SPECIALTY HOSPITAL,370216,36.06401,-96.0035856,18.9,12.4,0.6560846560846562,0.0,0.0,0.0
T.V.R.H. Rehabilitation Hospital,TVRH REHABILITATION HOSPITAL,10T290,28.950209,-81.9582652,30.0,19.0,0.6333333333333333,0.0,0.0,0.0
Twin Cities Hospital,TWIN CITIES HOSPITAL,100054,30.5335439,-86.4955846,43.0,33.4,0.7767441860465116,8.0,7.9,0.9875
Trinity Hospital Twin City,TWIN CITY MEDICAL CENTER,361302,40.4014774,-81.3365567,12.0,5.6,0.4666666666666666,0.0,0.0,0.0
Twin County Regional Hospital,TWIN COUNTY REGIONAL HOSPITAL,490115,36.670677,-80.9239277,86.0,24.9,0.2895348837209302,8.0,4.3,0.5375
Tyler Continuecare Hospital (at Mother Frances),TYLER CONTINUECARE HOSPITAL (AT MOTHER FRANCES),452091,32.3429531,-95.2908131,58.9,34.1,0.5789473684210527,21.3,18.9,0.8873239436619718
Tyler County Hospital,TYLER COUNTY HOSPITAL,450460,30.7760822,-94.42761410000001,15.0,4.6,0.30666666666666664,0.0,0.0,0.0
Tyler Holmes Memorial Hospital ,TYLER HOLMES MEMORIAL HOSPITAL CAH,251312,33.4909714,-89.73887599999999,27.0,13.0,0.48148148148148145,0.0,0.0,0.0
Tyler Memorial Hospital,TYLER MEMORIAL HOSPITAL,390192,41.6150222,-76.05376869999999,10.0,4.1,0.41,0.0,0.0,0.0
The Queen'S Medical Center – West Oahu,The Queen's Medical Center – West Oahu,f2f168f72e667d52325ad37d2011f73bb21f22de60ac575efdfd5d27830b9011,21.3724503,-158.027158,0.0,0.0,0.0,0.0,0.0,0.0
U.P.M.C. Western Maryland,U P M C WESTERN MARYLAND,210027,39.6484277,-78.7341588,165.0,171.3,1.0381818181818183,28.0,13.9,0.49642857142857144
U.A.M.S. Medical Center,UAMS MEDICAL CENTER,040016,34.7493154,-92.320596,468.6,370.0,0.7895860008536064,54.6,47.1,0.8626373626373627
U.C. San Diego Medical Center - Hillcrest,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,32.7542698,-117.166135,659.0,564.0,0.8558421851289834,101.0,92.6,0.9168316831683168
UCHealth Broomfield Hospital,UCHEALTH BROOMFIELD HOSPITAL,060129,39.9103789,-105.0914542,38.6,29.6,0.766839378238342,0.0,0.0,0.0
UCHealth Grandview Hospital,UCHEALTH GRANDVIEW HOSPITAL,060130,38.9109725,-104.8170991,22.0,7.7,0.35000000000000003,4.0,4.0,1.0
UCHealth Greeley Hospital,UCHEALTH GREELEY HOSPITAL,060131,40.3901148,-104.788443,58.0,49.9,0.8603448275862069,12.0,9.4,0.7833333333333333
UCHealth Highlands Ranch Hospital,UCHEALTH HIGHLANDS RANCH HOSPITAL,060132,39.5524624,-105.0061166,114.9,78.6,0.6840731070496082,18.0,15.7,0.8722222222222222
UCHealth Pikes Peak Regional Hospital,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,061326,38.9742723,-105.0738775,12.1,4.9,0.40495867768595045,0.0,0.0,0.0
UCHealth Yampa Valley Medical Center,UCHEALTH YAMPA VALLEY MEDICAL CENTER,060049,40.4632879,-106.8145583,37.4,11.9,0.3181818181818182,4.0,0.0,0.0
U.C.S.F. Benioff Children’s Hospital Oakland,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,053301,37.8371901,-122.2670282,0.0,0.0,0.0,0.0,0.0,0.0
U.C.S.F. Medical Center,UCSF MEDICAL CENTER,050454,37.7631182,-122.4578207,605.0,543.4,0.8981818181818182,102.0,80.0,0.7843137254901961
U.F. Health Jacksonville,UF HEALTH JACKSONVILLE,100001,30.348622,-81.6641394,580.0,570.0,0.9827586206896551,124.0,111.4,0.8983870967741936
U.F. Health Leesburg Hospital,UF HEALTH LEESBURG HOSPITAL,100084,28.807886,-81.8683305,279.7,271.7,0.9713979263496604,48.0,41.6,0.8666666666666667
U.F. Health Shands Hospital,UF HEALTH SHANDS HOSPITAL,100113,29.6398333,-82.3434662,807.0,666.7,0.8261462205700124,247.0,202.5,0.819838056680162
UFHealth the Villages Hospital,UF HEALTH THE VILLAGES HOSPITAL,100290,28.950209,-81.9582652,220.0,242.0,1.1,33.0,39.7,1.2030303030303031
U.H. Cleveland Medical Center,UH CLEVELAND MEDICAL CENTER,360137,41.5070054,-81.6046947,820.0,561.4,0.6846341463414634,109.0,100.6,0.9229357798165138
U.H. Geauga Medical Center,UH GEAUGA MEDICAL CENTER,360192,41.5081206,-81.190596,182.0,102.6,0.5637362637362637,12.0,6.7,0.5583333333333333
U.H. St. John Medical Center,UH ST JOHN MEDICAL CENTER,360123,41.4357599,-81.9437473,114.9,91.1,0.7928633594429938,34.9,31.7,0.9083094555873925
Uhhs Memorial Hospital of Geneva,UHHS MEMORIAL HOSPITAL OF GENEVA,361307,41.7997401,-80.96248159999999,31.0,22.9,0.7387096774193548,5.0,4.3,0.86
U.H. Richmond Heights Hospital,UHHS RICHMOND HEIGHTS HOSPITAL,360075,41.5807416,-81.4890916,15.0,14.7,0.98,0.0,0.0,0.0
Uintah Basin Medical Center,UINTAH BASIN MEDICAL CENTER,460019,40.3043985,-109.9964003,32.0,12.8,0.4,4.0,0.0,0.0
Harrington Memorial Hospital-1,UMASS MEMORIAL HEALH - HARRINGTON HOSPITAL,220019,42.07851170000001,-72.04202769999999,97.6,99.0,1.014344262295082,6.6,6.6,1.0
UMass Memorial Medical Center ,UMASS MEMORIAL MEDICAL CENTER INC,220163,42.2764294,-71.7637309,710.6,660.1,0.9289332958063609,113.9,111.6,0.9798068481123792
University of Maryland Baltimore Washington Medical Center,UMD BALTIMORE WASHINGTON  MEDICAL CENTER,210043,39.13768719999999,-76.6228375,269.6,304.9,1.13093471810089,26.1,27.6,1.0574712643678161
University of Maryland Shore Medical Center at Chestertown,UMD SHORE MEDICAL CTR AT CHESTERTOWN,210030,39.21837,-76.06449900000001,10.0,8.0,0.8,0.0,0.0,0.0
U.N.C. Lenoir Health Care,UNC LENOIR HEALTH CARE,340027,35.2903702,-77.58314109999999,103.6,85.0,0.8204633204633205,14.0,12.0,0.8571428571428571
U.N.C. Rockingham,UNC ROCKINGHAM,340060,36.4946362,-79.73928649999999,41.9,31.6,0.7541766109785204,7.0,5.7,0.8142857142857143
Unicoi County Hospital,UNICOI COUNTY  HOSPITAL,440001,36.1178583,-82.4444169,10.0,4.6,0.45999999999999996,0.0,0.0,0.0
Union County General Hospital,UNION COUNTY GENERAL HOSPITAL,321304,36.4545677,-103.1937838,25.0,5.9,0.23600000000000002,0.0,0.0,0.0
Union County Hospital,UNION COUNTY HOSPITAL,141342,37.4648285,-89.2461992,25.0,15.0,0.6,0.0,0.0,0.0
Union General Hospital,UNION GENERAL HOSPITAL,110051,34.8858798,-83.9623541,44.0,37.0,0.8409090909090909,5.0,4.1,0.82
Union General Hospital,UNION GENERAL HOSPITAL,191301,32.7877365,-92.3919305,20.0,4.0,0.2,0.0,0.0,0.0
Union Hospital,UNION HOSPITAL,360010,40.515302,-81.45570699999999,96.0,62.7,0.6531250000000001,10.0,6.3,0.63
Union Hospital Clinton,UNION HOSPITAL CLINTON,151326,39.6526659,-87.39882670000001,25.0,11.4,0.456,4.0,0.0,0.0
Union Hospital Inc.,UNION HOSPITAL INC,150023,39.48584109999999,-87.4069909,260.6,178.6,0.6853415195702225,24.0,23.6,0.9833333333333334
Union Hospital of Cecil County,UNION HOSPITAL OF CECIL COUNTY,210032,39.6088679,-75.8317331,108.7,84.4,0.7764489420423183,10.3,7.9,0.7669902912621359
Union Medical Center,UNION MEDICAL CENTER,420108,34.7122111,-81.6292811,15.0,11.4,0.76,0.0,0.0,0.0
Uniontown Hospital,UNIONTOWN HOSPITAL,390041,39.90179699999999,-79.738542,145.0,117.7,0.8117241379310345,15.0,10.6,0.7066666666666667
United Health Services Hospitals,"UNITED HEALTH SERVICES HOSPITALS, INC",330394,42.0881336,-75.9146094,355.9,278.6,0.7828041584714809,35.0,33.1,0.9457142857142857
United Hospital,UNITED HOSPITAL,240038,44.9416696,-93.10800809999999,299.6,297.7,0.9936582109479305,22.9,22.9,1.0
United Hospital Center,UNITED HOSPITAL CENTER,510006,39.328546,-80.23957899999999,246.0,219.1,0.890650406504065,24.0,18.1,0.7541666666666668
United Hospital District,UNITED HOSPITAL DISTRICT,241369,43.6337324,-94.10011709999999,12.0,4.6,0.3833333333333333,4.0,0.0,0.0
United Medical Center,UNITED MEDICAL CENTER,090008,38.8359393,-76.9849936,78.7,69.7,0.8856416772554002,10.4,9.7,0.9326923076923076
United Memorial Medical Center,UNITED MEMORIAL MEDICAL CENTER,330073,43.0048535,-78.1766608,82.0,62.2,0.7585365853658537,9.0,6.2,0.6888888888888889
United Memorial Medical Center,UNITED MEMORIAL MEDICAL CENTER,450803,29.8479504,-95.40847099999999,48.3,45.7,0.9461697722567289,4.4,4.4,1.0
United Regional Health Care System,UNITED REGIONAL HEALTH CARE SYSTEM,450010,33.9028141,-98.5016055,213.1,199.1,0.9343031440638198,25.9,25.1,0.9691119691119692
White County Medical Center,UNITY HEALTH WHITE COUNTY MEDICAL CENTER,040014,35.25104,-91.6928508,253.0,201.0,0.7944664031620553,17.9,17.9,1.0
Unity Hospital of Rochester,UNITY HOSPITAL OF ROCHESTER,330226,43.1934452,-77.7058598,339.0,335.0,0.9882005899705014,32.0,22.7,0.709375
Unity Medical Center,UNITY MEDICAL CENTER,351320,48.41102069999999,-97.414559,11.0,6.6,0.6,0.0,0.0,0.0
Unity Medical Center,UNITY MEDICAL CENTER,440007,35.4970611,-86.07868479999999,43.0,13.7,0.3186046511627907,4.0,4.0,1.0
UnityPoint Health – owa Methodist Medical Center,UNITYPOINT HEALTH - DES MOINES IOWA METHODIST MEDI,160082,41.589149,-93.63382469999999,445.6,426.3,0.9566876122082585,36.0,32.9,0.9138888888888889
UnityPoint Health – Marshalltown,UNITYPOINT HEALTH - MARSHALLTOWN,160001,42.0495223,-92.9069853,25.0,12.3,0.49200000000000005,0.0,0.0,0.0
Unitypoint Health – Meriter,UNITYPOINT HEALTH - MERITER,520089,43.0660369,-89.40193149999999,222.3,212.4,0.9554655870445344,14.0,12.4,0.8857142857142858
University of Miami Hospital and Clinics-Sylvester Comprehensive Cancer Center,UNIV OF MIAMI HOSPITAL AND CLINICS-SYLVESTER COMPR,100079,25.7883837,-80.2144847,492.3,437.7,0.8890920170627665,77.0,59.0,0.7662337662337663
University of Kansas Health System Great Bend Campus,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,170191,38.3563105,-98.7908667,33.0,13.8,0.4181818181818182,0.0,0.0,0.0
UCHealth Memorial Hospital Central,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,060022,38.8397642,-104.7994092,491.4,454.7,0.9253154253154253,60.6,58.1,0.9587458745874587
Truman Medical Center Lakewood,UNIVERSITY HEALTH LAKEWOOD MEDICAL CENTER,260102,38.9753654,-94.39427119999999,96.0,59.7,0.6218750000000001,4.0,0.0,0.0
University Health System,UNIVERSITY HEALTH SYSTEM,450213,29.50781409999999,-98.57742879999999,531.3,445.9,0.839262187088274,91.0,77.7,0.8538461538461539
Truman Medical Center Hospital Hill,UNIVERSITY HEALTH TRUMAN MEDICAL CENTER,260048,39.0845178,-94.57517810000002,231.0,221.3,0.9580086580086581,42.0,33.0,0.7857142857142857
University Hospital,UNIVERSITY HOSPITAL,110028,33.4711803,-81.9830535,357.0,369.6,1.035294117647059,38.0,34.1,0.8973684210526316
University Hospital,UNIVERSITY HOSPITAL,310119,40.740611,-74.1910862,385.0,300.3,0.78,65.0,36.1,0.5553846153846154
University Hospital McDuffie,UNIVERSITY HOSPITAL MCDUFFIE,110111,33.5230165,-82.5017543,22.0,11.6,0.5272727272727272,0.0,0.0,0.0
University Hospital SUNY Health Science Center,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,330241,43.0433522,-76.13988599999999,472.0,447.6,0.9483050847457628,89.0,83.1,0.9337078651685392
University Hospitals – Elyria Medical Center,UNIVERSITY HOSPITALS - ELYRIA MEDICAL CENTER,360145,41.3662037,-82.0977321,260.0,112.3,0.4319230769230769,35.0,18.3,0.5228571428571429
University Hospitals Ahuja Medical Center,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,360359,41.4521404,-81.49533370000002,235.0,108.0,0.4595744680851064,22.0,8.9,0.40454545454545454
University Hospitals Conneaut Medical Center,UNIVERSITY HOSPITALS CONNEAUT MEDICAL CENTER,361308,41.9376726,-80.5868053,22.6,8.7,0.3849557522123893,5.0,4.0,0.8
University Hospitals Portage Medical Center,UNIVERSITY HOSPITALS PORTAGE MEDICAL CENTER,360078,41.175411,-81.2494243,144.0,64.4,0.44722222222222224,16.0,7.0,0.4375
University Hospitals Samaritan Medical Center,UNIVERSITY HOSPITALS SAMARITAN MEDICAL CENTER,360002,40.8593469,-82.30915209999999,32.0,22.6,0.70625,8.0,7.0,0.875
University Medical Center,UNIVERSITY MEDICAL CENTER,290007,36.1604551,-115.1677341,726.0,455.0,0.6267217630853994,134.0,106.4,0.7940298507462688
University Medical Center,UNIVERSITY MEDICAL CENTER,450686,33.5880703,-101.8912391,528.6,358.4,0.6780174044646234,72.7,71.3,0.9807427785419531
University Medical Center New Orleans,UNIVERSITY MEDICAL CENTER NEW ORLEANS,190005,29.960568,-90.0814661,252.9,246.3,0.9739027283511269,40.9,38.0,0.9290953545232274
University Medical Center of El Paso,UNIVERSITY MEDICAL CENTER OF EL PASO,450024,31.7714531,-106.4344878,394.7,325.6,0.8249303268305043,58.7,58.7,1.0
University Medical Center-Mesabi/ Mesaba Clinics,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,240040,47.4094863,-92.9293996,22.3,17.7,0.7937219730941704,4.0,4.0,1.0
University of Alabama at Birmingham Hospital,UNIVERSITY OF ALABAMA HOSPITAL,010033,33.5059347,-86.801914,1223.3,1139.0,0.931088040546064,247.0,237.4,0.9611336032388664
U.C. Davis Medical Center,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,38.5549492,-121.4546344,556.1,533.7,0.9597194749145838,84.0,78.6,0.9357142857142856
U.C.I. Medical Center,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,050348,33.78728,-117.888284,455.1,384.7,0.8453087233575037,68.0,64.4,0.9470588235294118
University of Cincinnati Medical Center,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",360003,39.1374225,-84.50323929999999,374.0,359.1,0.9601604278074867,120.0,116.3,0.9691666666666666
University of Colorado Hospital Authority,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,060024,39.7426294,-104.8420288,665.0,624.0,0.9383458646616541,151.0,139.3,0.9225165562913908
University of Illinois Hospital,UNIVERSITY OF ILLINOIS HOSPITAL,140150,41.8693625,-87.67053179999999,385.0,345.0,0.8961038961038961,53.0,52.3,0.9867924528301886
